id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto
89,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,4,18500,74000
90,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17500,17500
91,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,17000,34000
92,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,14500,43500
93,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17000,85000
94,2023-03-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050
95,2023-03-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,95,95
96,2023-03-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,75,750
97,2023-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,64,640
98,2023-03-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,2,58,116
99,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,5,16500,82500
100,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,18500,37000
101,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,17500,52500
102,2023-03-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050
103,2023-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,201,2010
104,2023-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,75,750
105,2023-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",9,64,576
106,2023-03-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",29,64,1856
107,2023-04-01,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,16500,33000
108,2023-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210
109,2023-04-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108
110,2023-04-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,4,207,828
111,2023-04-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,89,890
112,2023-04-01,Prov Repuestos,SURCO,"LLANTAS 18""",8,54,432
113,2023-04-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
114,2023-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210
115,2023-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,207,2070
116,2023-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,89,890
117,2023-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425
118,2023-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,39,121,4719
119,2023-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,43,121,5203
120,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,5,16500,82500
121,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,16000,48000
122,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,15500,15500
123,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,18500,37000
124,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,18000,36000
125,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,14000,70000
126,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,1,16000,16000
127,2023-04-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108
128,2023-04-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,207,2070
129,2023-04-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,89,890
130,2023-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540
131,2023-04-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
132,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,16500,33000
133,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,16000,48000
134,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,15500,46500
135,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,18500,37000
136,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,207,2070
137,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,89,890
138,2023-04-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425
139,2023-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",11,54,594
140,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,46,207,9522
141,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970
142,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,106,1060
143,2023-05-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,81,810
144,2023-05-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,96,480
145,2023-05-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950
146,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,197,1970
147,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,106,1060
148,2023-05-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,81,810
149,2023-05-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,96,480
150,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,32,106,3392
151,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,106,197,20882
152,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000
153,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,15500,77500
154,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,18500,55500
155,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,15500,77500
156,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,1,19000,19000
157,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,1,16000,16000
158,2023-05-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950
159,2023-05-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,101,101
160,2023-05-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970
161,2023-05-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,81,810
162,2023-05-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,96,480
163,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,17000,51000
164,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,20000,60000
165,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,15500,31000
166,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,18500,18500
167,2023-05-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950
168,2023-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,106,1060
169,2023-05-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",9,81,729
170,2023-05-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,96,480
171,2023-05-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,26,101,2626
172,2023-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,23,106,2438
173,2023-06-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
174,2023-06-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
175,2023-06-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,109,1090
176,2023-06-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,55,550
177,2023-06-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410
178,2023-06-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
179,2023-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,109,1090
180,2023-06-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,55,550
181,2023-06-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410
182,2023-06-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,13,82,1066
183,2023-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,80,109,8720
184,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000
185,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,15000,15000
186,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16500,82500
187,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,15000,45000
188,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,16000,80000
189,2023-06-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
190,2023-06-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
191,2023-06-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,8,109,872
192,2023-06-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,55,550
193,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000
194,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,5,15000,75000
195,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,18500,18500
196,2023-06-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090
197,2023-06-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,55,550
198,2023-06-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410
199,2023-06-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,11,82,902
200,2023-06-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,31,109,3379
201,2023-07-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080
202,2023-07-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,229,2290
203,2023-07-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850
204,2023-07-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,61,610
205,2023-07-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,4,100,400
206,2023-07-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080
207,2023-07-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,229,2290
208,2023-07-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,61,610
209,2023-07-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,100,500
210,2023-07-01,Prov Repuestos,SURCO,"LLANTAS 18""",17,61,1037
211,2023-07-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,26,108,2808
212,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,15500,46500
213,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,19000,57000
214,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18000,90000
215,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,5,18000,90000
216,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,16500,33000
217,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16000,32000
218,2023-07-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,108,756
219,2023-07-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,229,2290
220,2023-07-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850
221,2023-07-15,Prov Repuestos,SURCO,"LLANTAS 18""",5,61,305
222,2023-07-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,100,500
223,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,15500,46500
224,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,4,19000,76000
225,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,18000,54000
226,2023-07-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,8,229,1832
227,2023-07-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,61,610
228,2023-07-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,100,500
229,2023-07-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,21,100,2100
230,2023-07-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,45,100,4500
231,2023-08-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110
232,2023-08-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,218,2180
233,2023-08-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850
234,2023-08-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,75,750
235,2023-08-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,1,69,69
236,2023-08-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110
237,2023-08-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,218,2180
238,2023-08-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,75,750
239,2023-08-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,28,111,3108
240,2023-08-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",83,75,6225
241,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,15500,46500
242,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,19500,39000
243,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,16500,16500
244,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,20000,100000
245,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16000,32000
246,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,13500,67500
247,2023-08-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,218,2180
248,2023-08-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850
249,2023-08-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,75,750
250,2023-08-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,69,345
251,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,15500,62000
252,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,19500,58500
253,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,18000,36000
254,2023-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,16500,33000
255,2023-08-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110
256,2023-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,8,218,1744
257,2023-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850
258,2023-08-15,Prov Repuestos,SURCO,"LLANTAS 18""",18,75,1350
259,2023-08-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,47,111,5217
260,2023-09-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,104,728
261,2023-09-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920
262,2023-09-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,95,950
263,2023-09-01,Prov Repuestos,SURCO,"LLANTAS 18""",9,54,486
264,2023-09-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,80,400
265,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,192,1920
266,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,95,950
267,2023-09-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,80,400
268,2023-09-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,35,104,3640
269,2023-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,89,192,17088
270,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,17500,35000
271,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,19500,58500
272,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18000,90000
273,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,16500,33000
274,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16000,80000
275,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,18000,54000
276,2023-09-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,13500,54000
277,2023-09-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,103,103
278,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,192,1920
279,2023-09-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,95,950
280,2023-09-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540
281,2023-09-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,80,400
282,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,17500,17500
283,2023-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,19500,19500
