id_venta,Fecha,Cliente,Almacen,Producto,Cantidad_Vendida,Precio_Venta,Monto_Venta,Vendedor
28,2023-01-02,Cliente 35,SURCO,FILTRO DE COMBUSTIBLE,1,136.1,136.1,Vendedor 1
29,2023-01-02,Cliente 28,SURCO,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 3
30,2023-01-02,Cliente 24,LA MOLINA,AMORTIGUADORES POSTERIORES,1,107.4,107.4,Vendedor 1
31,2023-01-02,Cliente 44,SURCO,"LLANTAS 18""",2,78.9,157.8,Vendedor 4
32,2023-01-02,Cliente 23,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 9
33,2023-01-03,Cliente 40,SURCO,AUTO HONDA ACCORD 2014,1,29500.0,29500.0,Vendedor 3
34,2023-01-03,Cliente 11,SURCO,AUTO HONDA CIVIC 2014,1,30000.0,30000.0,Vendedor 3
35,2023-01-03,Cliente 2,LA MOLINA,AUTO HONDA CRV 2014,1,27500.0,27500.0,Vendedor 3
36,2023-01-03,Cliente 27,LA MOLINA,AUTO HONDA PILOT 2013,1,16500.0,16500.0,Vendedor 4
37,2023-01-03,Cliente 11,LA MOLINA,CAMIONETA HONDA ELEMENT 2013,1,36000.0,36000.0,Vendedor 2
38,2023-01-03,Cliente 3,SURCO,CAMIONETA HONDA CR-Z 2015,1,31500.0,31500.0,Vendedor 8
39,2023-01-03,Cliente 30,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,100.3,200.6,Vendedor 6
40,2023-01-03,Cliente 15,LA MOLINA,FILTRO DE COMBUSTIBLE,1,136.1,136.1,Vendedor 4
41,2023-01-03,Cliente 26,SURCO,AMORTIGUADORES DELANTEROS,1,225.8,225.8,Vendedor 6
42,2023-01-03,Cliente 50,SURCO,AMORTIGUADORES POSTERIORES,3,107.4,322.2,Vendedor 5
43,2023-01-03,Cliente 44,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 9
44,2023-01-03,Cliente 2,LA MOLINA,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 2
45,2023-01-04,Cliente 12,SURCO,AUTO HONDA ACCORD 2014,1,29500.0,29500.0,Vendedor 10
46,2023-01-04,Cliente 3,SURCO,AUTO HONDA CIVIC 2014,1,30000.0,30000.0,Vendedor 2
47,2023-01-04,Cliente 47,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,100.3,401.2,Vendedor 6
48,2023-01-04,Cliente 39,LA MOLINA,FILTRO DE COMBUSTIBLE,1,136.1,136.1,Vendedor 9
49,2023-01-04,Cliente 37,LA MOLINA,AMORTIGUADORES DELANTEROS,1,225.8,225.8,Vendedor 4
50,2023-01-04,Cliente 46,SURCO,AMORTIGUADORES POSTERIORES,3,107.4,322.2,Vendedor 7
51,2023-01-04,Cliente 24,SURCO,"LLANTAS 18""",1,78.9,78.9,Vendedor 7
52,2023-01-04,Cliente 43,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 6
53,2023-01-05,Cliente 47,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,100.3,300.9,Vendedor 5
54,2023-01-05,Cliente 43,LA MOLINA,FILTRO DE COMBUSTIBLE,1,136.1,136.1,Vendedor 7
55,2023-01-05,Cliente 45,LA MOLINA,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 5
56,2023-01-05,Cliente 27,SURCO,AMORTIGUADORES POSTERIORES,2,107.4,214.8,Vendedor 7
57,2023-01-05,Cliente 26,LA MOLINA,"LLANTAS 18""",1,78.9,78.9,Vendedor 9
58,2023-01-05,Cliente 20,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 5
59,2023-01-06,Cliente 38,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,100.3,200.6,Vendedor 10
60,2023-01-06,Cliente 30,LA MOLINA,FILTRO DE COMBUSTIBLE,1,136.1,136.1,Vendedor 8
61,2023-01-06,Cliente 33,SURCO,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 8
62,2023-01-06,Cliente 19,SURCO,AMORTIGUADORES POSTERIORES,1,107.4,107.4,Vendedor 9
63,2023-01-06,Cliente 49,SURCO,"LLANTAS 18""",2,78.9,157.8,Vendedor 4
64,2023-01-06,Cliente 15,LA MOLINA,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 4
65,2023-01-07,Cliente 3,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,100.3,200.6,Vendedor 4
66,2023-01-07,Cliente 30,SURCO,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 7
67,2023-01-07,Cliente 32,LA MOLINA,AMORTIGUADORES POSTERIORES,2,107.4,214.8,Vendedor 7
68,2023-01-07,Cliente 42,SURCO,"LLANTAS 18""",1,78.9,78.9,Vendedor 1
69,2023-01-07,Cliente 50,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 7
70,2023-01-08,Cliente 45,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,100.3,200.6,Vendedor 9
71,2023-01-08,Cliente 36,SURCO,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 4
72,2023-01-08,Cliente 9,LA MOLINA,AMORTIGUADORES POSTERIORES,1,107.4,107.4,Vendedor 8
73,2023-01-08,Cliente 40,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 9
74,2023-01-08,Cliente 36,LA MOLINA,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 8
75,2023-01-09,Cliente 29,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,100.3,200.6,Vendedor 5
76,2023-01-09,Cliente 50,LA MOLINA,AMORTIGUADORES DELANTEROS,1,225.8,225.8,Vendedor 9
77,2023-01-09,Cliente 18,LA MOLINA,AMORTIGUADORES POSTERIORES,4,107.4,429.6,Vendedor 8
78,2023-01-09,Cliente 16,LA MOLINA,"LLANTAS 18""",1,78.9,78.9,Vendedor 5
79,2023-01-09,Cliente 21,LA MOLINA,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 9
80,2023-01-10,Cliente 10,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,100.3,100.3,Vendedor 4
81,2023-01-10,Cliente 46,SURCO,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 4
82,2023-01-10,Cliente 27,LA MOLINA,AMORTIGUADORES POSTERIORES,1,107.4,107.4,Vendedor 6
83,2023-01-10,Cliente 4,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 4
84,2023-01-10,Cliente 25,LA MOLINA,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 10
85,2023-01-11,Cliente 31,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,100.3,100.3,Vendedor 1
86,2023-01-11,Cliente 49,LA MOLINA,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 7
87,2023-01-11,Cliente 32,LA MOLINA,AMORTIGUADORES POSTERIORES,4,107.4,429.6,Vendedor 4
88,2023-01-11,Cliente 32,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 1
89,2023-01-11,Cliente 43,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 7
90,2023-01-12,Cliente 9,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,100.3,200.6,Vendedor 10
91,2023-01-12,Cliente 26,SURCO,AMORTIGUADORES DELANTEROS,3,225.8,677.4,Vendedor 10
92,2023-01-12,Cliente 42,LA MOLINA,AMORTIGUADORES POSTERIORES,1,107.4,107.4,Vendedor 7
93,2023-01-12,Cliente 12,LA MOLINA,"LLANTAS 18""",1,78.9,78.9,Vendedor 1
94,2023-01-12,Cliente 21,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 4
95,2023-01-13,Cliente 22,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,100.3,401.2,Vendedor 7
96,2023-01-13,Cliente 17,LA MOLINA,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 2
97,2023-01-13,Cliente 48,LA MOLINA,AMORTIGUADORES POSTERIORES,4,107.4,429.6,Vendedor 9
98,2023-01-13,Cliente 15,LA MOLINA,"LLANTAS 18""",1,78.9,78.9,Vendedor 2
99,2023-01-13,Cliente 16,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 4
100,2023-01-14,Cliente 16,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,100.3,100.3,Vendedor 3
101,2023-01-14,Cliente 37,SURCO,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 4
102,2023-01-14,Cliente 50,LA MOLINA,AMORTIGUADORES POSTERIORES,4,107.4,429.6,Vendedor 6
103,2023-01-14,Cliente 50,SURCO,"LLANTAS 18""",1,78.9,78.9,Vendedor 3
104,2023-01-14,Cliente 38,SURCO,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 1
105,2023-01-15,Cliente 26,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,100.3,601.8,Vendedor 4
106,2023-01-15,Cliente 7,SURCO,AMORTIGUADORES DELANTEROS,1,225.8,225.8,Vendedor 5
107,2023-01-15,Cliente 37,LA MOLINA,AMORTIGUADORES POSTERIORES,5,107.4,537.0,Vendedor 1
108,2023-01-15,Cliente 43,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 6
109,2023-01-15,Cliente 1,LA MOLINA,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 7
110,2023-01-16,Cliente 28,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,100.3,401.2,Vendedor 6
111,2023-01-16,Cliente 28,SURCO,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 3
112,2023-01-16,Cliente 40,LA MOLINA,AMORTIGUADORES POSTERIORES,5,107.4,537.0,Vendedor 9
113,2023-01-16,Cliente 28,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 10
114,2023-01-16,Cliente 16,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 2
115,2023-01-17,Cliente 16,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,100.3,300.9,Vendedor 8
116,2023-01-17,Cliente 2,LA MOLINA,AMORTIGUADORES DELANTEROS,4,225.8,903.2,Vendedor 8
117,2023-01-17,Cliente 32,SURCO,AMORTIGUADORES POSTERIORES,3,107.4,322.2,Vendedor 4
118,2023-01-17,Cliente 22,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 5
119,2023-01-17,Cliente 34,SURCO,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 4
120,2023-01-18,Cliente 47,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,100.3,100.3,Vendedor 7
121,2023-01-18,Cliente 45,SURCO,AMORTIGUADORES DELANTEROS,4,225.8,903.2,Vendedor 8
122,2023-01-18,Cliente 2,LA MOLINA,AMORTIGUADORES POSTERIORES,4,107.4,429.6,Vendedor 2
123,2023-01-18,Cliente 26,SURCO,"LLANTAS 18""",2,78.9,157.8,Vendedor 4
124,2023-01-18,Cliente 31,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 9
125,2023-01-19,Cliente 28,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,100.3,501.5,Vendedor 9
126,2023-01-19,Cliente 45,LA MOLINA,AMORTIGUADORES DELANTEROS,3,225.8,677.4,Vendedor 8
127,2023-01-19,Cliente 17,SURCO,AMORTIGUADORES POSTERIORES,3,107.4,322.2,Vendedor 4
128,2023-01-19,Cliente 21,SURCO,"LLANTAS 18""",1,78.9,78.9,Vendedor 2
129,2023-01-19,Cliente 14,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 8
130,2023-01-20,Cliente 7,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,100.3,300.9,Vendedor 4
131,2023-01-20,Cliente 24,SURCO,AMORTIGUADORES DELANTEROS,3,225.8,677.4,Vendedor 3
132,2023-01-20,Cliente 46,SURCO,AMORTIGUADORES POSTERIORES,3,107.4,322.2,Vendedor 9
133,2023-01-20,Cliente 3,LA MOLINA,"LLANTAS 18""",1,78.9,78.9,Vendedor 1
134,2023-01-20,Cliente 41,SURCO,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 8
135,2023-01-21,Cliente 37,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,100.3,100.3,Vendedor 5
136,2023-01-21,Cliente 29,LA MOLINA,AMORTIGUADORES DELANTEROS,4,225.8,903.2,Vendedor 6
137,2023-01-21,Cliente 17,SURCO,AMORTIGUADORES POSTERIORES,1,107.4,107.4,Vendedor 8
138,2023-01-21,Cliente 26,SURCO,"LLANTAS 18""",1,78.9,78.9,Vendedor 8
139,2023-01-21,Cliente 10,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 3
140,2023-01-22,Cliente 16,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,100.3,501.5,Vendedor 2
141,2023-01-22,Cliente 50,SURCO,AMORTIGUADORES DELANTEROS,4,225.8,903.2,Vendedor 9
142,2023-01-22,Cliente 20,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 10
143,2023-01-22,Cliente 37,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 10
144,2023-01-23,Cliente 49,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,100.3,100.3,Vendedor 4
145,2023-01-23,Cliente 43,LA MOLINA,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 2
146,2023-01-23,Cliente 36,SURCO,"LLANTAS 18""",2,78.9,157.8,Vendedor 2
147,2023-01-23,Cliente 27,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 8
148,2023-01-24,Cliente 3,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,100.3,601.8,Vendedor 4
149,2023-01-24,Cliente 45,LA MOLINA,AMORTIGUADORES DELANTEROS,2,225.8,451.6,Vendedor 8
150,2023-01-24,Cliente 41,LA MOLINA,"LLANTAS 18""",2,78.9,157.8,Vendedor 10
151,2023-01-24,Cliente 8,LA MOLINA,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 9
152,2023-01-25,Cliente 18,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,100.3,200.6,Vendedor 3
153,2023-01-25,Cliente 11,SURCO,AMORTIGUADORES DELANTEROS,1,225.8,225.8,Vendedor 5
154,2023-01-25,Cliente 30,SURCO,"LLANTAS 18""",4,78.9,315.6,Vendedor 5
155,2023-01-25,Cliente 33,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 9
156,2023-01-26,Cliente 39,SURCO,AMORTIGUADORES DELANTEROS,4,225.8,903.2,Vendedor 1
157,2023-01-26,Cliente 2,LA MOLINA,"LLANTAS 18""",3,78.9,236.7,Vendedor 2
158,2023-01-26,Cliente 49,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 5
159,2023-01-27,Cliente 31,SURCO,AMORTIGUADORES DELANTEROS,1,225.8,225.8,Vendedor 9
160,2023-01-27,Cliente 12,LA MOLINA,"LLANTAS 18""",4,78.9,315.6,Vendedor 10
161,2023-01-27,Cliente 6,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 8
162,2023-01-28,Cliente 21,SURCO,AMORTIGUADORES DELANTEROS,7,225.8,1580.6,Vendedor 2
163,2023-01-28,Cliente 45,LA MOLINA,"LLANTAS 18""",3,78.9,236.7,Vendedor 8
164,2023-01-28,Cliente 49,LA MOLINA,BATERÍA DE 18 PLACAS,2,131.3,262.6,Vendedor 9
165,2023-01-29,Cliente 21,SURCO,AMORTIGUADORES DELANTEROS,5,225.8,1129.0,Vendedor 5
166,2023-01-29,Cliente 33,LA MOLINA,"LLANTAS 18""",1,78.9,78.9,Vendedor 1
167,2023-01-29,Cliente 4,LA MOLINA,BATERÍA DE 18 PLACAS,4,131.3,525.2,Vendedor 4
168,2023-01-30,Cliente 36,LA MOLINA,"LLANTAS 18""",4,78.9,315.6,Vendedor 3
169,2023-01-30,Cliente 45,LA MOLINA,BATERÍA DE 18 PLACAS,3,131.3,393.9,Vendedor 8
170,2023-01-31,Cliente 36,LA MOLINA,"LLANTAS 18""",9,78.9,710.1,Vendedor 7
171,2023-01-31,Cliente 8,SURCO,BATERÍA DE 18 PLACAS,1,131.3,131.3,Vendedor 8
172,2023-02-01,Cliente 32,LA MOLINA,AUTO HONDA ODISSEY 2013,1,27500.0,27500.0,Vendedor 5
173,2023-02-01,Cliente 27,LA MOLINA,AUTO HONDA CRV 2014,1,27500.0,27500.0,Vendedor 8
174,2023-02-01,Cliente 16,LA MOLINA,AUTO HONDA CITY 2016,1,22500.0,22500.0,Vendedor 8
175,2023-02-01,Cliente 25,SURCO,CAMIONETA HONDA CROSSTOUR 2013,1,34000.0,34000.0,Vendedor 4
176,2023-02-01,Cliente 5,SURCO,CAMIONETA HONDA CR-Z 2015,1,35500.0,35500.0,Vendedor 5
177,2023-02-01,Cliente 22,SURCO,CAMIONETA HONDA RID LINE PICK UP 2014,1,47000.0,47000.0,Vendedor 9
178,2023-02-01,Cliente 19,SURCO,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 5
179,2023-02-01,Cliente 23,LA MOLINA,"LLANTAS 18""",4,79.9,319.6,Vendedor 6
180,2023-02-01,Cliente 21,LA MOLINA,BATERÍA DE 18 PLACAS,2,96.4,192.8,Vendedor 4
181,2023-02-02,Cliente 37,SURCO,AUTO HONDA CRV 2014,1,27500.0,27500.0,Vendedor 7
182,2023-02-02,Cliente 50,SURCO,AUTO HONDA CITY 2016,1,22500.0,22500.0,Vendedor 7
183,2023-02-02,Cliente 21,SURCO,CAMIONETA HONDA CROSSTOUR 2013,1,34000.0,34000.0,Vendedor 8
184,2023-02-02,Cliente 25,SURCO,CAMIONETA HONDA CR-Z 2015,1,35500.0,35500.0,Vendedor 3
185,2023-02-02,Cliente 3,SURCO,CAMIONETA HONDA RID LINE PICK UP 2014,1,47000.0,47000.0,Vendedor 3
186,2023-02-02,Cliente 29,SURCO,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 2
187,2023-02-02,Cliente 42,LA MOLINA,"LLANTAS 18""",2,79.9,159.8,Vendedor 3
188,2023-02-02,Cliente 17,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.4,96.4,Vendedor 6
189,2023-02-03,Cliente 42,SURCO,AUTO HONDA CRV 2014,1,27500.0,27500.0,Vendedor 2
190,2023-02-03,Cliente 44,LA MOLINA,AUTO HONDA CITY 2016,1,22500.0,22500.0,Vendedor 9
191,2023-02-03,Cliente 41,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,102.9,411.6,Vendedor 8
192,2023-02-03,Cliente 40,SURCO,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 2
193,2023-02-03,Cliente 15,LA MOLINA,AMORTIGUADORES DELANTEROS,2,356.2,712.4,Vendedor 2
194,2023-02-03,Cliente 49,SURCO,AMORTIGUADORES POSTERIORES,4,101.1,404.4,Vendedor 2
195,2023-02-03,Cliente 45,SURCO,"LLANTAS 18""",4,79.9,319.6,Vendedor 5
196,2023-02-03,Cliente 21,SURCO,BATERÍA DE 18 PLACAS,1,96.4,96.4,Vendedor 1
197,2023-02-04,Cliente 23,SURCO,AUTO HONDA CRV 2014,1,27500.0,27500.0,Vendedor 6
198,2023-02-04,Cliente 10,SURCO,AUTO HONDA CITY 2016,1,22500.0,22500.0,Vendedor 4
199,2023-02-04,Cliente 11,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,102.9,411.6,Vendedor 3
200,2023-02-04,Cliente 40,SURCO,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 7
201,2023-02-04,Cliente 38,LA MOLINA,AMORTIGUADORES DELANTEROS,2,356.2,712.4,Vendedor 3
202,2023-02-04,Cliente 41,LA MOLINA,AMORTIGUADORES POSTERIORES,2,101.1,202.2,Vendedor 5
203,2023-02-04,Cliente 43,LA MOLINA,"LLANTAS 18""",4,79.9,319.6,Vendedor 1
204,2023-02-04,Cliente 44,LA MOLINA,BATERÍA DE 18 PLACAS,2,96.4,192.8,Vendedor 9
205,2023-02-05,Cliente 5,SURCO,AUTO HONDA CRV 2014,1,27500.0,27500.0,Vendedor 8
206,2023-02-05,Cliente 41,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,102.9,308.7,Vendedor 7
207,2023-02-05,Cliente 30,LA MOLINA,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 5
208,2023-02-05,Cliente 31,LA MOLINA,AMORTIGUADORES DELANTEROS,2,356.2,712.4,Vendedor 2
209,2023-02-05,Cliente 37,LA MOLINA,AMORTIGUADORES POSTERIORES,2,101.1,202.2,Vendedor 6
210,2023-02-05,Cliente 2,LA MOLINA,"LLANTAS 18""",3,79.9,239.7,Vendedor 7
211,2023-02-05,Cliente 37,SURCO,BATERÍA DE 18 PLACAS,2,96.4,192.8,Vendedor 1
212,2023-02-06,Cliente 50,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,102.9,308.7,Vendedor 4
213,2023-02-06,Cliente 15,LA MOLINA,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 4
214,2023-02-06,Cliente 41,SURCO,AMORTIGUADORES DELANTEROS,3,356.2,1068.6,Vendedor 2
215,2023-02-06,Cliente 29,LA MOLINA,AMORTIGUADORES POSTERIORES,1,101.1,101.1,Vendedor 1
216,2023-02-06,Cliente 6,SURCO,"LLANTAS 18""",3,79.9,239.7,Vendedor 5
217,2023-02-06,Cliente 12,LA MOLINA,BATERÍA DE 18 PLACAS,2,96.4,192.8,Vendedor 4
218,2023-02-07,Cliente 34,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,102.9,205.8,Vendedor 9
219,2023-02-07,Cliente 11,LA MOLINA,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 5
220,2023-02-07,Cliente 48,LA MOLINA,AMORTIGUADORES DELANTEROS,4,356.2,1424.8,Vendedor 6
221,2023-02-07,Cliente 5,LA MOLINA,AMORTIGUADORES POSTERIORES,1,101.1,101.1,Vendedor 3
222,2023-02-07,Cliente 36,LA MOLINA,"LLANTAS 18""",2,79.9,159.8,Vendedor 6
223,2023-02-07,Cliente 1,LA MOLINA,BATERÍA DE 18 PLACAS,1,96.4,96.4,Vendedor 5
224,2023-02-08,Cliente 24,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,102.9,102.9,Vendedor 5
225,2023-02-08,Cliente 41,LA MOLINA,FILTRO DE COMBUSTIBLE,1,132.1,132.1,Vendedor 6
226,2023-02-08,Cliente 31,SURCO,AMORTIGUADORES DELANTEROS,1,356.2,356.2,Vendedor 1
227,2023-02-08,Cliente 40,LA MOLINA,AMORTIGUADORES POSTERIORES,4,101.1,404.4,Vendedor 4
228,2023-02-08,Cliente 45,LA MOLINA,"LLANTAS 18""",1,79.9,79.9,Vendedor 5
229,2023-02-08,Cliente 9,SURCO,BATERÍA DE 18 PLACAS,2,96.4,192.8,Vendedor 1
230,2023-02-09,Cliente 20,SURCO,AUTO HONDA ACCORD 2014,1,32000.0,32000.0,Vendedor 8
231,2023-02-09,Cliente 7,SURCO,AUTO HONDA CIVIC 2014,1,33500.0,33500.0,Vendedor 4
232,2023-02-09,Cliente 25,SURCO,AUTO HONDA ODISSEY 2013,1,27500.0,27500.0,Vendedor 8
233,2023-02-09,Cliente 43,SURCO,AUTO HONDA PILOT 2013,1,16500.0,16500.0,Vendedor 9
234,2023-02-09,Cliente 27,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,102.9,411.6,Vendedor 2
