id_venta,fecha,id_cliente,id_almacen,id_producto,producto,cantidad,precio_venta,monto,id_vendedor
44,2023-01-01,138,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,46040,46040,1
45,2023-01-10,42,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,46040,46040,1
46,2023-01-14,32,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,46040,46040,3
47,2023-01-19,170,1,10,CAMIONETA HONDA CR-Z 2015,1,40128,40128,3
48,2023-01-16,110,1,10,CAMIONETA HONDA CR-Z 2015,1,40128,40128,2
49,2023-01-09,121,1,10,CAMIONETA HONDA CR-Z 2015,1,40128,40128,1
50,2023-01-16,129,2,10,CAMIONETA HONDA CR-Z 2015,1,40128,40128,2
51,2023-01-27,111,2,10,CAMIONETA HONDA CR-Z 2015,1,40128,40128,2
52,2023-01-02,35,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,57264,57264,3
53,2023-01-25,176,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,57264,57264,4
54,2023-01-10,132,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,57264,57264,4
55,2023-01-11,122,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,57264,57264,1
56,2023-01-26,165,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,100,1700,1
57,2023-01-07,112,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,16,100,1600,4
58,2023-01-21,80,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,20,100,2000,1
59,2023-01-19,93,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,100,1700,3
60,2023-01-01,70,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,11,100,1100,4
61,2023-01-25,33,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,13,100,1300,2
62,2023-01-14,45,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,100,1700,4
63,2023-01-21,139,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,18,100,1800,2
64,2023-01-17,28,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,16,100,1600,3
65,2023-01-14,74,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,100,300,2
66,2023-01-17,50,2,39,FILTRO DE COMBUSTIBLE,12,95,1140,1
67,2023-01-28,65,1,39,FILTRO DE COMBUSTIBLE,1,95,95,3
68,2023-01-24,171,2,39,FILTRO DE COMBUSTIBLE,2,95,190,4
69,2023-01-16,132,2,39,FILTRO DE COMBUSTIBLE,1,95,95,4
70,2023-01-06,139,2,39,FILTRO DE COMBUSTIBLE,2,95,190,3
71,2023-01-11,171,2,40,AMORTIGUADORES DELANTEROS,11,248,2728,1
72,2023-01-13,195,2,40,AMORTIGUADORES DELANTEROS,18,248,4464,1
73,2023-01-24,180,1,40,AMORTIGUADORES DELANTEROS,3,248,744,2
74,2023-01-13,148,2,40,AMORTIGUADORES DELANTEROS,15,248,3720,1
75,2023-01-25,198,1,40,AMORTIGUADORES DELANTEROS,19,248,4712,1
76,2023-01-01,37,1,40,AMORTIGUADORES DELANTEROS,11,248,2728,1
77,2023-01-19,128,1,40,AMORTIGUADORES DELANTEROS,7,248,1736,3
78,2023-01-27,104,2,40,AMORTIGUADORES DELANTEROS,3,248,744,4
79,2023-01-01,163,1,40,AMORTIGUADORES DELANTEROS,12,248,2976,4
80,2023-01-08,43,1,40,AMORTIGUADORES DELANTEROS,12,248,2976,3
81,2023-01-18,60,2,40,AMORTIGUADORES DELANTEROS,13,248,3224,3
82,2023-01-24,146,2,40,AMORTIGUADORES DELANTEROS,17,248,4216,2
83,2023-01-21,142,1,40,AMORTIGUADORES DELANTEROS,2,248,496,1
84,2023-01-16,92,2,40,AMORTIGUADORES DELANTEROS,10,248,2480,3
85,2023-01-18,88,2,40,AMORTIGUADORES DELANTEROS,8,248,1984,2
86,2023-01-06,53,1,40,AMORTIGUADORES DELANTEROS,16,248,3968,4
87,2023-01-18,137,1,40,AMORTIGUADORES DELANTEROS,2,248,496,2
88,2023-01-13,185,2,40,AMORTIGUADORES DELANTEROS,2,248,496,2
89,2023-01-02,37,1,40,AMORTIGUADORES DELANTEROS,1,248,248,4
90,2023-01-05,150,1,41,AMORTIGUADORES POSTERIORES,1,120,120,4
91,2023-01-07,33,2,41,AMORTIGUADORES POSTERIORES,15,120,1800,4
92,2023-01-09,147,2,41,AMORTIGUADORES POSTERIORES,1,120,120,1
93,2023-01-22,23,2,41,AMORTIGUADORES POSTERIORES,12,120,1440,1
94,2023-01-14,168,2,41,AMORTIGUADORES POSTERIORES,9,120,1080,1
95,2023-01-01,86,1,41,AMORTIGUADORES POSTERIORES,14,120,1680,4
96,2023-01-20,39,2,41,AMORTIGUADORES POSTERIORES,4,120,480,4
97,2023-01-17,103,1,41,AMORTIGUADORES POSTERIORES,3,120,360,4
98,2023-01-23,103,1,41,AMORTIGUADORES POSTERIORES,12,120,1440,4
99,2023-01-03,59,2,41,AMORTIGUADORES POSTERIORES,3,120,360,3
100,2023-01-01,130,2,41,AMORTIGUADORES POSTERIORES,14,120,1680,1
101,2023-01-13,94,1,41,AMORTIGUADORES POSTERIORES,18,120,2160,3
102,2023-01-18,132,1,41,AMORTIGUADORES POSTERIORES,1,120,120,4
103,2023-01-01,25,1,41,AMORTIGUADORES POSTERIORES,4,120,480,4
104,2023-01-09,166,2,42,"LLANTAS 18""",11,68,748,3
105,2023-01-02,158,1,42,"LLANTAS 18""",16,68,1088,4
106,2023-01-11,103,1,42,"LLANTAS 18""",18,68,1224,4
107,2023-01-12,8,1,42,"LLANTAS 18""",14,68,952,4
108,2023-01-21,147,1,42,"LLANTAS 18""",1,68,68,4
109,2023-01-14,58,2,42,"LLANTAS 18""",6,68,408,3
110,2023-01-23,42,2,42,"LLANTAS 18""",3,68,204,3
111,2023-01-12,161,2,42,"LLANTAS 18""",5,68,340,1
112,2023-01-24,196,2,42,"LLANTAS 18""",8,68,544,2
113,2023-01-27,3,1,42,"LLANTAS 18""",3,68,204,4
114,2023-01-02,152,1,42,"LLANTAS 18""",11,68,748,1
115,2023-01-13,121,1,42,"LLANTAS 18""",3,68,204,3
116,2023-01-10,128,1,43,BATERÍA DE 18 PLACAS,18,125,2250,4
117,2023-01-21,173,1,43,BATERÍA DE 18 PLACAS,5,125,625,1
118,2023-01-25,110,2,43,BATERÍA DE 18 PLACAS,10,125,1250,1
119,2023-01-12,55,1,43,BATERÍA DE 18 PLACAS,13,125,1625,3
120,2023-01-18,1,2,43,BATERÍA DE 18 PLACAS,5,125,625,3
121,2023-01-17,36,2,43,BATERÍA DE 18 PLACAS,6,125,750,4
122,2023-01-21,183,1,43,BATERÍA DE 18 PLACAS,1,125,125,2
123,2023-01-26,43,1,43,BATERÍA DE 18 PLACAS,2,125,250,4
124,2023-01-14,10,2,43,BATERÍA DE 18 PLACAS,2,125,250,3
125,2023-02-02,178,1,1,AUTO HONDA ACCORD 2014,1,26157,26157,4
126,2023-02-24,168,2,1,AUTO HONDA ACCORD 2014,1,26157,26157,3
127,2023-02-05,180,1,1,AUTO HONDA ACCORD 2014,1,26157,26157,4
128,2023-02-15,47,1,1,AUTO HONDA ACCORD 2014,1,26157,26157,1
129,2023-02-22,9,2,1,AUTO HONDA ACCORD 2014,1,26157,26157,4
130,2023-02-01,70,1,1,AUTO HONDA ACCORD 2014,1,26157,26157,4
131,2023-02-12,175,1,1,AUTO HONDA ACCORD 2014,1,26157,26157,4
132,2023-02-15,169,1,1,AUTO HONDA ACCORD 2014,1,26157,26157,4
133,2023-02-28,170,1,1,AUTO HONDA ACCORD 2014,1,26157,26157,4
134,2023-02-24,155,2,1,AUTO HONDA ACCORD 2014,1,26157,26157,1
135,2023-02-24,116,2,2,AUTO HONDA CIVIC 2014,1,24660,24660,3
136,2023-02-24,13,1,2,AUTO HONDA CIVIC 2014,1,24660,24660,1
137,2023-02-23,14,2,3,AUTO HONDA ODISSEY 2013,1,22799,22799,2
138,2023-02-22,10,2,3,AUTO HONDA ODISSEY 2013,1,22799,22799,1
139,2023-02-15,165,2,3,AUTO HONDA ODISSEY 2013,1,22799,22799,1
140,2023-02-10,137,2,3,AUTO HONDA ODISSEY 2013,1,22799,22799,2
141,2023-02-14,167,1,3,AUTO HONDA ODISSEY 2013,1,22799,22799,2
142,2023-02-26,21,1,4,AUTO HONDA CRV 2014,1,26738,26738,1
143,2023-02-25,67,1,4,AUTO HONDA CRV 2014,1,26738,26738,1
144,2023-02-01,38,1,4,AUTO HONDA CRV 2014,1,26738,26738,2
145,2023-02-06,20,2,5,AUTO HONDA PILOT 2013,1,26870,26870,3
146,2023-02-17,112,2,5,AUTO HONDA PILOT 2013,1,26870,26870,2
147,2023-02-11,34,1,5,AUTO HONDA PILOT 2013,1,26870,26870,2
148,2023-02-28,127,1,6,AUTO HONDA FIT 2016,1,27435,27435,2
149,2023-02-17,186,2,6,AUTO HONDA FIT 2016,1,27435,27435,3
150,2023-02-17,61,1,6,AUTO HONDA FIT 2016,1,27435,27435,1
151,2023-02-18,58,2,6,AUTO HONDA FIT 2016,1,27435,27435,1
152,2023-02-05,198,1,6,AUTO HONDA FIT 2016,1,27435,27435,4
153,2023-02-11,77,2,7,AUTO HONDA CITY 2016,1,33489,33489,3
154,2023-02-17,5,1,7,AUTO HONDA CITY 2016,1,33489,33489,4
155,2023-02-04,36,1,7,AUTO HONDA CITY 2016,1,33489,33489,3
156,2023-02-18,139,2,7,AUTO HONDA CITY 2016,1,33489,33489,1
157,2023-02-24,177,2,7,AUTO HONDA CITY 2016,1,33489,33489,4
158,2023-02-12,61,2,8,CAMIONETA HONDA ELEMENT 2013,1,31823,31823,1
159,2023-02-08,101,1,8,CAMIONETA HONDA ELEMENT 2013,1,31823,31823,3
160,2023-02-19,84,2,8,CAMIONETA HONDA ELEMENT 2013,1,31823,31823,4
161,2023-02-11,68,1,8,CAMIONETA HONDA ELEMENT 2013,1,31823,31823,1
162,2023-02-03,37,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,37759,37759,1
163,2023-02-09,198,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,37759,37759,2
164,2023-02-17,76,1,10,CAMIONETA HONDA CR-Z 2015,1,32563,32563,2
165,2023-02-08,172,2,10,CAMIONETA HONDA CR-Z 2015,1,32563,32563,1
166,2023-02-07,35,1,10,CAMIONETA HONDA CR-Z 2015,1,32563,32563,3
167,2023-02-11,2,1,10,CAMIONETA HONDA CR-Z 2015,1,32563,32563,2
168,2023-02-09,67,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,50280,50280,2
169,2023-02-13,55,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,50280,50280,2
170,2023-02-17,137,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,153,306,1
171,2023-02-07,3,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,153,459,3
172,2023-02-07,167,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,153,2601,3
173,2023-02-07,40,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,153,153,3
174,2023-02-19,171,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,9,153,1377,4
175,2023-02-03,4,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,8,153,1224,1
176,2023-02-11,71,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,20,153,3060,2
177,2023-02-11,180,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,153,459,2
178,2023-02-18,27,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,18,153,2754,2
179,2023-02-26,153,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,153,765,4
180,2023-02-05,39,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,18,153,2754,3
181,2023-02-16,143,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,16,153,2448,3
182,2023-02-25,37,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,153,612,2
183,2023-02-09,131,2,39,FILTRO DE COMBUSTIBLE,1,95,95,1
184,2023-02-28,157,2,39,FILTRO DE COMBUSTIBLE,5,95,475,1
185,2023-02-11,40,1,40,AMORTIGUADORES DELANTEROS,16,329,5264,2
186,2023-02-08,68,2,40,AMORTIGUADORES DELANTEROS,13,329,4277,2
187,2023-02-05,61,1,40,AMORTIGUADORES DELANTEROS,17,329,5593,4
188,2023-02-21,158,1,40,AMORTIGUADORES DELANTEROS,20,329,6580,3
189,2023-02-26,14,1,40,AMORTIGUADORES DELANTEROS,1,329,329,1
190,2023-02-20,187,1,40,AMORTIGUADORES DELANTEROS,20,329,6580,1
191,2023-02-11,116,2,40,AMORTIGUADORES DELANTEROS,16,329,5264,3
192,2023-02-04,19,1,40,AMORTIGUADORES DELANTEROS,19,329,6251,3
193,2023-02-12,35,1,41,AMORTIGUADORES POSTERIORES,2,101,202,1
194,2023-02-12,55,2,41,AMORTIGUADORES POSTERIORES,15,101,1515,4
195,2023-02-11,190,2,41,AMORTIGUADORES POSTERIORES,14,101,1414,3
196,2023-02-07,99,1,41,AMORTIGUADORES POSTERIORES,12,101,1212,3
197,2023-02-11,49,1,41,AMORTIGUADORES POSTERIORES,15,101,1515,3
198,2023-02-27,180,2,41,AMORTIGUADORES POSTERIORES,7,101,707,1
199,2023-02-13,19,1,41,AMORTIGUADORES POSTERIORES,6,101,606,2
200,2023-02-27,114,1,41,AMORTIGUADORES POSTERIORES,2,101,202,2
201,2023-02-13,103,2,41,AMORTIGUADORES POSTERIORES,14,101,1414,3
202,2023-02-09,33,1,41,AMORTIGUADORES POSTERIORES,17,101,1717,1
203,2023-02-28,32,1,41,AMORTIGUADORES POSTERIORES,6,101,606,2
204,2023-02-13,55,1,41,AMORTIGUADORES POSTERIORES,9,101,909,2
205,2023-02-03,41,2,41,AMORTIGUADORES POSTERIORES,3,101,303,4
206,2023-02-04,66,1,41,AMORTIGUADORES POSTERIORES,2,101,202,3
207,2023-02-17,132,1,41,AMORTIGUADORES POSTERIORES,1,101,101,2
208,2023-02-11,108,2,42,"LLANTAS 18""",20,61,1220,1
209,2023-02-13,20,1,42,"LLANTAS 18""",2,61,122,3
210,2023-02-19,181,1,42,"LLANTAS 18""",2,61,122,1
211,2023-02-10,37,1,42,"LLANTAS 18""",13,61,793,3
212,2023-02-15,9,2,42,"LLANTAS 18""",4,61,244,4
213,2023-02-25,58,2,42,"LLANTAS 18""",19,61,1159,2
214,2023-02-08,67,2,42,"LLANTAS 18""",11,61,671,3
215,2023-02-09,2,1,42,"LLANTAS 18""",15,61,915,4
216,2023-02-19,115,1,42,"LLANTAS 18""",15,61,915,4
217,2023-02-12,21,2,42,"LLANTAS 18""",19,61,1159,1
218,2023-02-23,5,2,42,"LLANTAS 18""",8,61,488,1
219,2023-02-17,145,1,42,"LLANTAS 18""",8,61,488,3
220,2023-02-09,86,1,42,"LLANTAS 18""",3,61,183,3
221,2023-02-02,55,1,43,BATERÍA DE 18 PLACAS,11,100,1100,2
222,2023-02-04,76,2,43,BATERÍA DE 18 PLACAS,6,100,600,3
223,2023-02-14,197,2,43,BATERÍA DE 18 PLACAS,1,100,100,4
224,2023-02-24,173,2,43,BATERÍA DE 18 PLACAS,16,100,1600,3
225,2023-02-16,98,1,43,BATERÍA DE 18 PLACAS,5,100,500,1
226,2023-02-02,195,2,43,BATERÍA DE 18 PLACAS,9,100,900,2
227,2023-02-18,183,2,43,BATERÍA DE 18 PLACAS,4,100,400,2
228,2023-02-11,124,1,43,BATERÍA DE 18 PLACAS,1,100,100,3
229,2023-02-08,20,2,43,BATERÍA DE 18 PLACAS,1,100,100,1
230,2023-03-20,30,2,1,AUTO HONDA ACCORD 2014,1,27283,27283,1
231,2023-03-28,105,2,1,AUTO HONDA ACCORD 2014,1,27283,27283,2
232,2023-03-02,73,1,1,AUTO HONDA ACCORD 2014,1,27283,27283,1
233,2023-03-15,180,2,1,AUTO HONDA ACCORD 2014,1,27283,27283,4
234,2023-03-17,10,1,2,AUTO HONDA CIVIC 2014,1,22799,22799,4
235,2023-03-20,136,1,2,AUTO HONDA CIVIC 2014,1,22799,22799,1
236,2023-03-25,11,2,2,AUTO HONDA CIVIC 2014,1,22799,22799,1
237,2023-03-10,184,1,2,AUTO HONDA CIVIC 2014,1,22799,22799,3
238,2023-03-23,83,1,2,AUTO HONDA CIVIC 2014,1,22799,22799,4
239,2023-03-19,35,1,3,AUTO HONDA ODISSEY 2013,1,20990,20990,1
240,2023-03-01,169,1,3,AUTO HONDA ODISSEY 2013,1,20990,20990,2
241,2023-03-11,135,2,3,AUTO HONDA ODISSEY 2013,1,20990,20990,2
242,2023-03-24,23,1,4,AUTO HONDA CRV 2014,1,21866,21866,2
243,2023-03-13,168,2,4,AUTO HONDA CRV 2014,1,21866,21866,3
244,2023-03-08,139,2,4,AUTO HONDA CRV 2014,1,21866,21866,1
245,2023-03-23,124,1,5,AUTO HONDA PILOT 2013,1,30304,30304,4
246,2023-03-03,162,1,5,AUTO HONDA PILOT 2013,1,30304,30304,1
247,2023-03-28,74,1,5,AUTO HONDA PILOT 2013,1,30304,30304,4
248,2023-03-09,109,1,5,AUTO HONDA PILOT 2013,1,30304,30304,1
249,2023-03-10,126,1,5,AUTO HONDA PILOT 2013,1,30304,30304,3
250,2023-03-06,42,1,5,AUTO HONDA PILOT 2013,1,30304,30304,1
251,2023-03-14,82,1,6,AUTO HONDA FIT 2016,1,31910,31910,3
252,2023-03-12,115,2,6,AUTO HONDA FIT 2016,1,31910,31910,3
253,2023-03-14,189,1,6,AUTO HONDA FIT 2016,1,31910,31910,2
254,2023-03-02,53,1,6,AUTO HONDA FIT 2016,1,31910,31910,2
255,2023-03-20,57,1,6,AUTO HONDA FIT 2016,1,31910,31910,4
256,2023-03-01,75,2,7,AUTO HONDA CITY 2016,1,30733,30733,3
257,2023-03-16,56,1,7,AUTO HONDA CITY 2016,1,30733,30733,2
258,2023-03-22,42,1,7,AUTO HONDA CITY 2016,1,30733,30733,2
259,2023-03-06,107,2,7,AUTO HONDA CITY 2016,1,30733,30733,3
260,2023-03-07,62,2,7,AUTO HONDA CITY 2016,1,30733,30733,2
261,2023-03-02,34,2,8,CAMIONETA HONDA ELEMENT 2013,1,30142,30142,4
262,2023-03-09,171,1,8,CAMIONETA HONDA ELEMENT 2013,1,30142,30142,3
263,2023-03-17,57,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,34868,34868,1
264,2023-03-06,28,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,34868,34868,2
265,2023-03-25,187,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,34868,34868,2
266,2023-03-24,143,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,34868,34868,1
267,2023-03-17,128,2,10,CAMIONETA HONDA CR-Z 2015,1,41856,41856,4
268,2023-03-27,76,1,10,CAMIONETA HONDA CR-Z 2015,1,41856,41856,4
269,2023-03-07,17,1,10,CAMIONETA HONDA CR-Z 2015,1,41856,41856,4
270,2023-03-10,101,1,10,CAMIONETA HONDA CR-Z 2015,1,41856,41856,2
271,2023-03-16,36,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,39060,39060,3
272,2023-03-28,197,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,39060,39060,3
273,2023-03-15,67,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,39060,39060,2
274,2023-03-10,137,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,8,144,1152,2
275,2023-03-03,52,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,144,2448,4
276,2023-03-15,107,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,144,576,4
277,2023-03-18,183,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,20,144,2880,1
278,2023-03-09,84,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,18,144,2592,3
279,2023-03-17,186,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,144,1008,4
280,2023-03-21,88,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,144,432,2
281,2023-03-14,193,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,144,1008,2
282,2023-03-26,80,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,144,1008,2
283,2023-03-04,52,2,39,FILTRO DE COMBUSTIBLE,15,123,1845,3
284,2023-03-19,105,2,39,FILTRO DE COMBUSTIBLE,1,123,123,3
285,2023-03-25,117,2,39,FILTRO DE COMBUSTIBLE,2,123,246,3
286,2023-03-17,75,1,40,AMORTIGUADORES DELANTEROS,14,245,3430,3
287,2023-03-05,146,1,40,AMORTIGUADORES DELANTEROS,12,245,2940,1
288,2023-03-05,25,2,40,AMORTIGUADORES DELANTEROS,16,245,3920,3
289,2023-03-07,90,2,40,AMORTIGUADORES DELANTEROS,7,245,1715,2
290,2023-03-02,107,2,40,AMORTIGUADORES DELANTEROS,8,245,1960,1
291,2023-03-07,168,2,40,AMORTIGUADORES DELANTEROS,8,245,1960,1
292,2023-03-13,188,1,40,AMORTIGUADORES DELANTEROS,3,245,735,4
293,2023-03-01,33,1,40,AMORTIGUADORES DELANTEROS,1,245,245,4
294,2023-03-21,169,1,40,AMORTIGUADORES DELANTEROS,14,245,3430,2
295,2023-03-18,156,2,40,AMORTIGUADORES DELANTEROS,3,245,735,4
296,2023-03-02,7,2,40,AMORTIGUADORES DELANTEROS,1,245,245,2
297,2023-03-24,193,1,40,AMORTIGUADORES DELANTEROS,1,245,245,2
298,2023-03-23,163,1,40,AMORTIGUADORES DELANTEROS,1,245,245,2
299,2023-03-06,114,2,41,AMORTIGUADORES POSTERIORES,10,103,1030,1
300,2023-03-04,114,2,41,AMORTIGUADORES POSTERIORES,10,103,1030,1
301,2023-03-22,47,2,41,AMORTIGUADORES POSTERIORES,10,103,1030,4
302,2023-03-07,136,1,41,AMORTIGUADORES POSTERIORES,11,103,1133,3
303,2023-03-01,61,1,41,AMORTIGUADORES POSTERIORES,17,103,1751,3
304,2023-03-26,61,2,41,AMORTIGUADORES POSTERIORES,12,103,1236,3
305,2023-03-15,194,1,41,AMORTIGUADORES POSTERIORES,5,103,515,3
306,2023-03-14,174,1,41,AMORTIGUADORES POSTERIORES,8,103,824,1
307,2023-03-17,114,1,41,AMORTIGUADORES POSTERIORES,8,103,824,4
308,2023-03-13,169,2,41,AMORTIGUADORES POSTERIORES,14,103,1442,4
309,2023-03-07,30,1,41,AMORTIGUADORES POSTERIORES,9,103,927,4
310,2023-03-03,133,1,42,"LLANTAS 18""",13,47,611,4
311,2023-03-28,68,1,42,"LLANTAS 18""",16,47,752,4
312,2023-03-10,122,2,42,"LLANTAS 18""",2,47,94,2
313,2023-03-16,5,1,42,"LLANTAS 18""",5,47,235,3
314,2023-03-05,40,1,42,"LLANTAS 18""",4,47,188,3
315,2023-03-15,66,2,42,"LLANTAS 18""",4,47,188,2
316,2023-03-18,96,1,42,"LLANTAS 18""",12,47,564,4
317,2023-03-01,70,1,42,"LLANTAS 18""",20,47,940,1
318,2023-03-17,187,1,42,"LLANTAS 18""",15,47,705,4
319,2023-03-10,146,1,42,"LLANTAS 18""",6,47,282,2
320,2023-03-07,87,1,42,"LLANTAS 18""",3,47,141,4
321,2023-03-02,153,2,42,"LLANTAS 18""",4,47,188,2
322,2023-03-17,157,2,43,BATERÍA DE 18 PLACAS,4,118,472,2
323,2023-03-19,107,1,43,BATERÍA DE 18 PLACAS,4,118,472,4
324,2023-03-24,48,1,43,BATERÍA DE 18 PLACAS,11,118,1298,4
325,2023-03-25,129,1,43,BATERÍA DE 18 PLACAS,3,118,354,2
326,2023-03-13,16,2,43,BATERÍA DE 18 PLACAS,7,118,826,2
327,2023-03-14,48,1,43,BATERÍA DE 18 PLACAS,6,118,708,1
328,2023-03-16,175,2,43,BATERÍA DE 18 PLACAS,3,118,354,3
