id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto,TIPO_PRODUCTO
48,2023-02-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
49,2023-02-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
50,2023-02-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,67,670,REPUESTOS
51,2023-02-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,75,375,REPUESTOS
52,2023-02-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,92,920,REPUESTOS
53,2023-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
54,2023-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
55,2023-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,1,75,75,REPUESTOS
56,2023-02-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,26,92,2392,REPUESTOS
57,2023-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,81,75,6075,REPUESTOS
58,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,4,19500,78000,AUTOS
59,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,4,18500,74000,AUTOS
60,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,18500,18500,AUTOS
61,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,4,17500,70000,AUTOS
62,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17000,85000,AUTOS
63,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,14500,72500,AUTOS
64,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,3,16500,49500,AUTOS
65,2023-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,92,184,REPUESTOS
66,2023-02-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
67,2023-02-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
68,2023-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,67,670,REPUESTOS
69,2023-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,75,375,REPUESTOS
70,2023-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,18500,18500,AUTOS
71,2023-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,17500,52500,AUTOS
72,2023-02-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,92,920,REPUESTOS
73,2023-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
74,2023-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
75,2023-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",31,67,2077,REPUESTOS
76,2023-02-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",55,67,3685,REPUESTOS
77,2023-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
78,2023-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,201,2010,REPUESTOS
79,2023-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
80,2023-03-01,Prov Repuestos,SURCO,"LLANTAS 18""",5,64,320,REPUESTOS
81,2023-03-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,58,290,REPUESTOS
82,2023-03-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
83,2023-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,201,2010,REPUESTOS
84,2023-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
85,2023-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,38,201,7638,REPUESTOS
86,2023-03-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,69,95,6555,REPUESTOS
87,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,16500,33000,AUTOS
88,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,16000,16000,AUTOS
89,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,4,18500,74000,AUTOS
90,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17500,17500,AUTOS
91,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,17000,34000,AUTOS
92,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,14500,43500,AUTOS
93,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17000,85000,AUTOS
94,2023-03-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
95,2023-03-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,95,95,REPUESTOS
96,2023-03-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
97,2023-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,64,640,REPUESTOS
98,2023-03-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,2,58,116,REPUESTOS
99,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,5,16500,82500,AUTOS
100,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,18500,37000,AUTOS
101,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,17500,52500,AUTOS
102,2023-03-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
103,2023-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,201,2010,REPUESTOS
104,2023-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
105,2023-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",9,64,576,REPUESTOS
106,2023-03-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",29,64,1856,REPUESTOS
107,2023-04-01,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,16500,33000,AUTOS
108,2023-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210,REPUESTOS
109,2023-04-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
110,2023-04-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,4,207,828,REPUESTOS
111,2023-04-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
112,2023-04-01,Prov Repuestos,SURCO,"LLANTAS 18""",8,54,432,REPUESTOS
113,2023-04-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
114,2023-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210,REPUESTOS
115,2023-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,207,2070,REPUESTOS
116,2023-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
117,2023-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
118,2023-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,39,121,4719,REPUESTOS
119,2023-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,43,121,5203,REPUESTOS
120,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,5,16500,82500,AUTOS
121,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,16000,48000,AUTOS
122,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,15500,15500,AUTOS
123,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,18500,37000,AUTOS
124,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,18000,36000,AUTOS
125,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,14000,70000,AUTOS
126,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,1,16000,16000,AUTOS
127,2023-04-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
128,2023-04-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,207,2070,REPUESTOS
129,2023-04-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
130,2023-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540,REPUESTOS
131,2023-04-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
132,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,16500,33000,AUTOS
133,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,16000,48000,AUTOS
134,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,15500,46500,AUTOS
135,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,18500,37000,AUTOS
136,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,207,2070,REPUESTOS
137,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
138,2023-04-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
139,2023-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",11,54,594,REPUESTOS
140,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,46,207,9522,REPUESTOS
141,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970,REPUESTOS
142,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,106,1060,REPUESTOS
143,2023-05-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,81,810,REPUESTOS
144,2023-05-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
145,2023-05-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950,REPUESTOS
146,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,197,1970,REPUESTOS
147,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,106,1060,REPUESTOS
148,2023-05-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,81,810,REPUESTOS
149,2023-05-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
150,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,32,106,3392,REPUESTOS
151,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,106,197,20882,REPUESTOS
152,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
153,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,15500,77500,AUTOS
154,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,18500,55500,AUTOS
155,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,15500,77500,AUTOS
156,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,1,19000,19000,AUTOS
157,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,1,16000,16000,AUTOS
158,2023-05-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950,REPUESTOS
159,2023-05-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
160,2023-05-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970,REPUESTOS
161,2023-05-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,81,810,REPUESTOS
162,2023-05-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
163,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,17000,51000,AUTOS
164,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,20000,60000,AUTOS
165,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,15500,31000,AUTOS
166,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,18500,18500,AUTOS
167,2023-05-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950,REPUESTOS
168,2023-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,106,1060,REPUESTOS
169,2023-05-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",9,81,729,REPUESTOS
170,2023-05-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
171,2023-05-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,26,101,2626,REPUESTOS
172,2023-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,23,106,2438,REPUESTOS
173,2023-06-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
174,2023-06-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
175,2023-06-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,109,1090,REPUESTOS
176,2023-06-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,55,550,REPUESTOS
177,2023-06-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
178,2023-06-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
179,2023-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,109,1090,REPUESTOS
180,2023-06-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,55,550,REPUESTOS
181,2023-06-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
182,2023-06-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,13,82,1066,REPUESTOS
183,2023-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,80,109,8720,REPUESTOS
184,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
185,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,15000,15000,AUTOS
186,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16500,82500,AUTOS
187,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,15000,45000,AUTOS
188,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,16000,80000,AUTOS
189,2023-06-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
190,2023-06-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
191,2023-06-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,8,109,872,REPUESTOS
192,2023-06-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,55,550,REPUESTOS
193,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
194,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,5,15000,75000,AUTOS
195,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,18500,18500,AUTOS
196,2023-06-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
197,2023-06-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,55,550,REPUESTOS
198,2023-06-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
199,2023-06-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,11,82,902,REPUESTOS
200,2023-06-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,31,109,3379,REPUESTOS
201,2023-07-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080,REPUESTOS
202,2023-07-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,229,2290,REPUESTOS
203,2023-07-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
204,2023-07-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,61,610,REPUESTOS
205,2023-07-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,4,100,400,REPUESTOS
206,2023-07-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080,REPUESTOS
207,2023-07-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,229,2290,REPUESTOS
208,2023-07-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,61,610,REPUESTOS
209,2023-07-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,100,500,REPUESTOS
210,2023-07-01,Prov Repuestos,SURCO,"LLANTAS 18""",17,61,1037,REPUESTOS
211,2023-07-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,26,108,2808,REPUESTOS
212,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,15500,46500,AUTOS
213,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,19000,57000,AUTOS
214,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18000,90000,AUTOS
215,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,5,18000,90000,AUTOS
216,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,16500,33000,AUTOS
217,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16000,32000,AUTOS
218,2023-07-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,108,756,REPUESTOS
219,2023-07-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,229,2290,REPUESTOS
220,2023-07-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
221,2023-07-15,Prov Repuestos,SURCO,"LLANTAS 18""",5,61,305,REPUESTOS
222,2023-07-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,100,500,REPUESTOS
223,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,15500,46500,AUTOS
224,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,4,19000,76000,AUTOS
225,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,18000,54000,AUTOS
226,2023-07-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,8,229,1832,REPUESTOS
227,2023-07-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,61,610,REPUESTOS
228,2023-07-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,100,500,REPUESTOS
229,2023-07-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,21,100,2100,REPUESTOS
230,2023-07-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,45,100,4500,REPUESTOS
231,2023-08-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110,REPUESTOS
232,2023-08-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,218,2180,REPUESTOS
233,2023-08-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
234,2023-08-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,75,750,REPUESTOS
235,2023-08-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,1,69,69,REPUESTOS
236,2023-08-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110,REPUESTOS
237,2023-08-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,218,2180,REPUESTOS
238,2023-08-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,75,750,REPUESTOS
239,2023-08-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,28,111,3108,REPUESTOS
240,2023-08-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",83,75,6225,REPUESTOS
241,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,15500,46500,AUTOS
242,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,19500,39000,AUTOS
243,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,16500,16500,AUTOS
244,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,20000,100000,AUTOS
245,2023-08-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16000,32000,AUTOS
