Fecha,Tipo,Almacen,ID_Producto,Producto,Cantidad_Stock,Entidad,TIPO_PRODUCTO
2023-01-01,Salida,LA MOLINA,10,CR-Z,1,Cliente 21,CAMIONETAS
2023-01-01,Salida,SURCO,11,RID LINE,1,Cliente 30,CAMIONETAS
2023-01-01,Salida,SURCO,38,ACEITE FS 5W30,1,Cliente 35,REPUESTOS
2023-01-01,Salida,LA MOLINA,39,FILTRO COMBUST,1,Cliente 9,REPUESTOS
2023-01-01,Salida,SURCO,40,AMORT DEL,1,Cliente 24,REPUESTOS
2023-01-01,Salida,LA MOLINA,41,AMORT POS,1,Cliente 35,REPUESTOS
2023-01-01,Salida,LA MOLINA,42,"LLANTAS 18""",1,Cliente 43,REPUESTOS
2023-01-01,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 17,REPUESTOS
2023-01-02,Salida,SURCO,1,ACCORD,1,Cliente 48,AUTOS
2023-01-02,Salida,SURCO,2,CIVIC,1,Cliente 18,AUTOS
2023-01-02,Salida,SURCO,3,ODISSEY,1,Cliente 46,AUTOS
2023-01-02,Salida,SURCO,4,CRV,1,Cliente 44,AUTOS
2023-01-02,Salida,LA MOLINA,5,PILOT,1,Cliente 17,AUTOS
2023-01-02,Salida,SURCO,8,ELEMENT,1,Cliente 41,CAMIONETAS
2023-01-02,Salida,LA MOLINA,9,CROSSTOUR,1,Cliente 3,CAMIONETAS
2023-01-02,Salida,LA MOLINA,10,CR-Z,1,Cliente 50,CAMIONETAS
2023-01-02,Salida,LA MOLINA,11,RID LINE,1,Cliente 11,CAMIONETAS
2023-01-02,Salida,SURCO,38,ACEITE FS 5W30,4,Cliente 8,REPUESTOS
2023-01-02,Salida,SURCO,39,FILTRO COMBUST,1,Cliente 35,REPUESTOS
2023-01-02,Salida,SURCO,40,AMORT DEL,2,Cliente 28,REPUESTOS
2023-01-02,Salida,LA MOLINA,41,AMORT POS,1,Cliente 24,REPUESTOS
2023-01-02,Salida,SURCO,42,"LLANTAS 18""",2,Cliente 44,REPUESTOS
2023-01-02,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 23,REPUESTOS
2023-01-03,Salida,SURCO,1,ACCORD,1,Cliente 40,AUTOS
2023-01-03,Salida,SURCO,2,CIVIC,1,Cliente 11,AUTOS
2023-01-03,Salida,LA MOLINA,4,CRV,1,Cliente 2,AUTOS
2023-01-03,Salida,LA MOLINA,5,PILOT,1,Cliente 27,AUTOS
2023-01-03,Salida,LA MOLINA,8,ELEMENT,1,Cliente 11,CAMIONETAS
2023-01-03,Salida,SURCO,10,CR-Z,1,Cliente 3,CAMIONETAS
2023-01-03,Salida,SURCO,38,ACEITE FS 5W30,2,Cliente 30,REPUESTOS
2023-01-03,Salida,LA MOLINA,39,FILTRO COMBUST,1,Cliente 15,REPUESTOS
2023-01-03,Salida,SURCO,40,AMORT DEL,1,Cliente 26,REPUESTOS
2023-01-03,Salida,SURCO,41,AMORT POS,3,Cliente 50,REPUESTOS
2023-01-03,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 44,REPUESTOS
2023-01-03,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 2,REPUESTOS
2023-01-04,Salida,SURCO,1,ACCORD,1,Cliente 12,AUTOS
2023-01-04,Salida,SURCO,2,CIVIC,1,Cliente 3,AUTOS
2023-01-04,Salida,LA MOLINA,38,ACEITE FS 5W30,4,Cliente 47,REPUESTOS
2023-01-04,Salida,LA MOLINA,39,FILTRO COMBUST,1,Cliente 39,REPUESTOS
2023-01-04,Salida,LA MOLINA,40,AMORT DEL,1,Cliente 37,REPUESTOS
2023-01-04,Salida,SURCO,41,AMORT POS,3,Cliente 46,REPUESTOS
2023-01-04,Salida,SURCO,42,"LLANTAS 18""",1,Cliente 24,REPUESTOS
2023-01-04,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 43,REPUESTOS
2023-01-05,Salida,SURCO,38,ACEITE FS 5W30,3,Cliente 47,REPUESTOS
2023-01-05,Salida,LA MOLINA,39,FILTRO COMBUST,1,Cliente 43,REPUESTOS
2023-01-05,Salida,LA MOLINA,40,AMORT DEL,2,Cliente 45,REPUESTOS
2023-01-05,Salida,SURCO,41,AMORT POS,2,Cliente 27,REPUESTOS
2023-01-05,Salida,LA MOLINA,42,"LLANTAS 18""",1,Cliente 26,REPUESTOS
2023-01-05,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 20,REPUESTOS
2023-01-06,Salida,LA MOLINA,38,ACEITE FS 5W30,2,Cliente 38,REPUESTOS
2023-01-06,Salida,LA MOLINA,39,FILTRO COMBUST,1,Cliente 30,REPUESTOS
2023-01-06,Salida,SURCO,40,AMORT DEL,2,Cliente 33,REPUESTOS
2023-01-06,Salida,SURCO,41,AMORT POS,1,Cliente 19,REPUESTOS
2023-01-06,Salida,SURCO,42,"LLANTAS 18""",2,Cliente 49,REPUESTOS
2023-01-06,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 15,REPUESTOS
2023-01-07,Salida,SURCO,38,ACEITE FS 5W30,2,Cliente 3,REPUESTOS
2023-01-07,Salida,SURCO,40,AMORT DEL,2,Cliente 30,REPUESTOS
2023-01-07,Salida,LA MOLINA,41,AMORT POS,2,Cliente 32,REPUESTOS
2023-01-07,Salida,SURCO,42,"LLANTAS 18""",1,Cliente 42,REPUESTOS
2023-01-07,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 50,REPUESTOS
2023-01-08,Salida,SURCO,38,ACEITE FS 5W30,2,Cliente 45,REPUESTOS
2023-01-08,Salida,SURCO,40,AMORT DEL,2,Cliente 36,REPUESTOS
2023-01-08,Salida,LA MOLINA,41,AMORT POS,1,Cliente 9,REPUESTOS
2023-01-08,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 40,REPUESTOS
2023-01-08,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 36,REPUESTOS
2023-01-09,Salida,LA MOLINA,38,ACEITE FS 5W30,2,Cliente 29,REPUESTOS
2023-01-09,Salida,LA MOLINA,40,AMORT DEL,1,Cliente 50,REPUESTOS
2023-01-09,Salida,LA MOLINA,41,AMORT POS,4,Cliente 18,REPUESTOS
2023-01-09,Salida,LA MOLINA,42,"LLANTAS 18""",1,Cliente 16,REPUESTOS
2023-01-09,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 21,REPUESTOS
2023-01-10,Salida,SURCO,38,ACEITE FS 5W30,1,Cliente 10,REPUESTOS
2023-01-10,Salida,SURCO,40,AMORT DEL,2,Cliente 46,REPUESTOS
2023-01-10,Salida,LA MOLINA,41,AMORT POS,1,Cliente 27,REPUESTOS
2023-01-10,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 4,REPUESTOS
2023-01-10,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 25,REPUESTOS
2023-01-11,Salida,LA MOLINA,38,ACEITE FS 5W30,1,Cliente 31,REPUESTOS
2023-01-11,Salida,LA MOLINA,40,AMORT DEL,2,Cliente 49,REPUESTOS
2023-01-11,Salida,LA MOLINA,41,AMORT POS,4,Cliente 32,REPUESTOS
2023-01-11,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 32,REPUESTOS
2023-01-11,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 43,REPUESTOS
2023-01-12,Salida,LA MOLINA,38,ACEITE FS 5W30,2,Cliente 9,REPUESTOS
2023-01-12,Salida,SURCO,40,AMORT DEL,3,Cliente 26,REPUESTOS
2023-01-12,Salida,LA MOLINA,41,AMORT POS,1,Cliente 42,REPUESTOS
2023-01-12,Salida,LA MOLINA,42,"LLANTAS 18""",1,Cliente 12,REPUESTOS
2023-01-12,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 21,REPUESTOS
2023-01-13,Salida,LA MOLINA,38,ACEITE FS 5W30,4,Cliente 22,REPUESTOS
2023-01-13,Salida,LA MOLINA,40,AMORT DEL,2,Cliente 17,REPUESTOS
2023-01-13,Salida,LA MOLINA,41,AMORT POS,4,Cliente 48,REPUESTOS
2023-01-13,Salida,LA MOLINA,42,"LLANTAS 18""",1,Cliente 15,REPUESTOS
2023-01-13,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 16,REPUESTOS
2023-01-14,Salida,LA MOLINA,38,ACEITE FS 5W30,1,Cliente 16,REPUESTOS
2023-01-14,Salida,SURCO,40,AMORT DEL,2,Cliente 37,REPUESTOS
2023-01-14,Salida,LA MOLINA,41,AMORT POS,4,Cliente 50,REPUESTOS
2023-01-14,Salida,SURCO,42,"LLANTAS 18""",1,Cliente 50,REPUESTOS
2023-01-14,Salida,SURCO,43,BATERÍA 18 PLC,2,Cliente 38,REPUESTOS
2023-01-14,Control,SURCO,1,ACCORD,0,,AUTOS
2023-01-14,Control,SURCO,2,CIVIC,0,,AUTOS
2023-01-14,Control,SURCO,3,ODISSEY,0,,AUTOS
2023-01-14,Control,SURCO,4,CRV,4,,AUTOS
2023-01-14,Control,SURCO,5,PILOT,0,,AUTOS
2023-01-14,Control,SURCO,6,FIT,0,,AUTOS
2023-01-14,Control,SURCO,7,CITY,2,,AUTOS
2023-01-14,Control,SURCO,8,ELEMENT,0,,CAMIONETAS
2023-01-14,Control,SURCO,9,CROSSTOUR,4,,CAMIONETAS
2023-01-14,Control,SURCO,10,CR-Z,2,,CAMIONETAS
2023-01-14,Control,SURCO,11,RID LINE,2,,CAMIONETAS
2023-01-14,Control,SURCO,38,ACEITE FS 5W30,0,,REPUESTOS
2023-01-14,Control,SURCO,39,FILTRO COMBUST,14,,REPUESTOS
2023-01-14,Control,SURCO,40,AMORT DEL,3,,REPUESTOS
2023-01-14,Control,SURCO,41,AMORT POS,0,,REPUESTOS
2023-01-14,Control,SURCO,42,"LLANTAS 18""",2,,REPUESTOS
2023-01-14,Control,SURCO,43,BATERÍA 18 PLC,9,,REPUESTOS
2023-01-14,Control,LA MOLINA,1,ACCORD,0,,AUTOS
2023-01-14,Control,LA MOLINA,2,CIVIC,0,,AUTOS
2023-01-14,Control,LA MOLINA,3,ODISSEY,1,,AUTOS
2023-01-14,Control,LA MOLINA,4,CRV,1,,AUTOS
2023-01-14,Control,LA MOLINA,5,PILOT,0,,AUTOS
2023-01-14,Control,LA MOLINA,6,FIT,0,,AUTOS
2023-01-14,Control,LA MOLINA,7,CITY,2,,AUTOS
2023-01-14,Control,LA MOLINA,8,ELEMENT,0,,CAMIONETAS
2023-01-14,Control,LA MOLINA,9,CROSSTOUR,0,,CAMIONETAS
2023-01-14,Control,LA MOLINA,10,CR-Z,0,,CAMIONETAS
2023-01-14,Control,LA MOLINA,11,RID LINE,0,,CAMIONETAS
2023-01-14,Control,LA MOLINA,38,ACEITE FS 5W30,27,,REPUESTOS
2023-01-14,Control,LA MOLINA,39,FILTRO COMBUST,34,,REPUESTOS
2023-01-14,Control,LA MOLINA,40,AMORT DEL,15,,REPUESTOS
2023-01-14,Control,LA MOLINA,41,AMORT POS,14,,REPUESTOS
2023-01-14,Control,LA MOLINA,42,"LLANTAS 18""",23,,REPUESTOS
2023-01-14,Control,LA MOLINA,43,BATERÍA 18 PLC,25,,REPUESTOS
2023-01-15,Salida,LA MOLINA,38,ACEITE FS 5W30,6,Cliente 26,REPUESTOS
2023-01-15,Salida,SURCO,40,AMORT DEL,1,Cliente 7,REPUESTOS
2023-01-15,Salida,LA MOLINA,41,AMORT POS,5,Cliente 37,REPUESTOS
2023-01-15,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 43,REPUESTOS
2023-01-15,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 1,REPUESTOS
2023-01-16,Salida,LA MOLINA,38,ACEITE FS 5W30,4,Cliente 28,REPUESTOS
2023-01-16,Salida,SURCO,40,AMORT DEL,2,Cliente 28,REPUESTOS
2023-01-16,Salida,LA MOLINA,41,AMORT POS,5,Cliente 40,REPUESTOS
2023-01-16,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 28,REPUESTOS
2023-01-16,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 16,REPUESTOS
2023-01-17,Entrada,SURCO,38,ACEITE FS 5W30,10,Prov Repuestos,REPUESTOS
2023-01-17,Entrada,SURCO,40,AMORT DEL,7,Prov Repuestos,REPUESTOS
2023-01-17,Entrada,SURCO,41,AMORT POS,10,Prov Repuestos,REPUESTOS
2023-01-17,Entrada,SURCO,42,"LLANTAS 18""",8,Prov Repuestos,REPUESTOS
2023-01-17,Entrada,SURCO,40,AMORT DEL,22,Prov Repuestos,REPUESTOS
2023-01-17,Entrada,LA MOLINA,42,"LLANTAS 18""",74,Prov Repuestos,REPUESTOS
2023-01-17,Salida,LA MOLINA,38,ACEITE FS 5W30,3,Cliente 16,REPUESTOS
2023-01-17,Salida,LA MOLINA,40,AMORT DEL,4,Cliente 2,REPUESTOS
2023-01-17,Salida,SURCO,41,AMORT POS,3,Cliente 32,REPUESTOS
2023-01-17,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 22,REPUESTOS
2023-01-17,Salida,SURCO,43,BATERÍA 18 PLC,2,Cliente 34,REPUESTOS
2023-01-18,Salida,SURCO,38,ACEITE FS 5W30,1,Cliente 47,REPUESTOS
2023-01-18,Salida,SURCO,40,AMORT DEL,4,Cliente 45,REPUESTOS
2023-01-18,Salida,LA MOLINA,41,AMORT POS,4,Cliente 2,REPUESTOS
2023-01-18,Salida,SURCO,42,"LLANTAS 18""",2,Cliente 26,REPUESTOS
2023-01-18,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 31,REPUESTOS
2023-01-19,Salida,LA MOLINA,38,ACEITE FS 5W30,5,Cliente 28,REPUESTOS
2023-01-19,Salida,LA MOLINA,40,AMORT DEL,3,Cliente 45,REPUESTOS
2023-01-19,Salida,SURCO,41,AMORT POS,3,Cliente 17,REPUESTOS
2023-01-19,Salida,SURCO,42,"LLANTAS 18""",1,Cliente 21,REPUESTOS
2023-01-19,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 14,REPUESTOS
2023-01-20,Salida,LA MOLINA,38,ACEITE FS 5W30,3,Cliente 7,REPUESTOS
2023-01-20,Salida,SURCO,40,AMORT DEL,3,Cliente 24,REPUESTOS
2023-01-20,Salida,SURCO,41,AMORT POS,3,Cliente 46,REPUESTOS
2023-01-20,Salida,LA MOLINA,42,"LLANTAS 18""",1,Cliente 3,REPUESTOS
2023-01-20,Salida,SURCO,43,BATERÍA 18 PLC,2,Cliente 41,REPUESTOS
2023-01-21,Salida,SURCO,38,ACEITE FS 5W30,1,Cliente 37,REPUESTOS
2023-01-21,Salida,LA MOLINA,40,AMORT DEL,4,Cliente 29,REPUESTOS
2023-01-21,Salida,SURCO,41,AMORT POS,1,Cliente 17,REPUESTOS
2023-01-21,Salida,SURCO,42,"LLANTAS 18""",1,Cliente 26,REPUESTOS
2023-01-21,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 10,REPUESTOS
2023-01-22,Salida,SURCO,38,ACEITE FS 5W30,5,Cliente 16,REPUESTOS
2023-01-22,Salida,SURCO,40,AMORT DEL,4,Cliente 50,REPUESTOS
2023-01-22,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 20,REPUESTOS
2023-01-22,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 37,REPUESTOS
2023-01-23,Salida,SURCO,38,ACEITE FS 5W30,1,Cliente 49,REPUESTOS
2023-01-23,Salida,LA MOLINA,40,AMORT DEL,2,Cliente 43,REPUESTOS
2023-01-23,Salida,SURCO,42,"LLANTAS 18""",2,Cliente 36,REPUESTOS
2023-01-23,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 27,REPUESTOS
2023-01-24,Salida,LA MOLINA,38,ACEITE FS 5W30,6,Cliente 3,REPUESTOS
2023-01-24,Salida,LA MOLINA,40,AMORT DEL,2,Cliente 45,REPUESTOS
2023-01-24,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 41,REPUESTOS
2023-01-24,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 8,REPUESTOS
2023-01-25,Salida,SURCO,38,ACEITE FS 5W30,2,Cliente 18,REPUESTOS
2023-01-25,Salida,SURCO,40,AMORT DEL,1,Cliente 11,REPUESTOS
2023-01-25,Salida,SURCO,42,"LLANTAS 18""",4,Cliente 30,REPUESTOS
2023-01-25,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 33,REPUESTOS
2023-01-26,Salida,SURCO,40,AMORT DEL,4,Cliente 39,REPUESTOS
2023-01-26,Salida,LA MOLINA,42,"LLANTAS 18""",3,Cliente 2,REPUESTOS
2023-01-26,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 49,REPUESTOS
2023-01-27,Salida,SURCO,40,AMORT DEL,1,Cliente 31,REPUESTOS
2023-01-27,Salida,LA MOLINA,42,"LLANTAS 18""",4,Cliente 12,REPUESTOS
2023-01-27,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 6,REPUESTOS
2023-01-28,Salida,SURCO,40,AMORT DEL,7,Cliente 21,REPUESTOS
2023-01-28,Salida,LA MOLINA,42,"LLANTAS 18""",3,Cliente 45,REPUESTOS
2023-01-28,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 49,REPUESTOS
2023-01-29,Salida,SURCO,40,AMORT DEL,5,Cliente 21,REPUESTOS
2023-01-29,Salida,LA MOLINA,42,"LLANTAS 18""",1,Cliente 33,REPUESTOS
2023-01-29,Salida,LA MOLINA,43,BATERÍA 18 PLC,4,Cliente 4,REPUESTOS
2023-01-30,Salida,LA MOLINA,42,"LLANTAS 18""",4,Cliente 36,REPUESTOS
2023-01-30,Salida,LA MOLINA,43,BATERÍA 18 PLC,3,Cliente 45,REPUESTOS
2023-01-31,Salida,LA MOLINA,42,"LLANTAS 18""",9,Cliente 36,REPUESTOS
2023-01-31,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 8,REPUESTOS
2023-01-31,Control,SURCO,1,ACCORD,0,,AUTOS
2023-01-31,Control,SURCO,2,CIVIC,0,,AUTOS
2023-01-31,Control,SURCO,3,ODISSEY,0,,AUTOS
2023-01-31,Control,SURCO,4,CRV,4,,AUTOS
2023-01-31,Control,SURCO,5,PILOT,0,,AUTOS
2023-01-31,Control,SURCO,6,FIT,0,,AUTOS
2023-01-31,Control,SURCO,7,CITY,2,,AUTOS
2023-01-31,Control,SURCO,8,ELEMENT,0,,CAMIONETAS
2023-01-31,Control,SURCO,9,CROSSTOUR,4,,CAMIONETAS
2023-01-31,Control,SURCO,10,CR-Z,2,,CAMIONETAS
2023-01-31,Control,SURCO,11,RID LINE,2,,CAMIONETAS
2023-01-31,Control,SURCO,38,ACEITE FS 5W30,0,,REPUESTOS
2023-01-31,Control,SURCO,39,FILTRO COMBUST,14,,REPUESTOS
2023-01-31,Control,SURCO,40,AMORT DEL,0,,REPUESTOS
2023-01-31,Control,SURCO,41,AMORT POS,0,,REPUESTOS
2023-01-31,Control,SURCO,42,"LLANTAS 18""",0,,REPUESTOS
2023-01-31,Control,SURCO,43,BATERÍA 18 PLC,0,,REPUESTOS
2023-01-31,Control,LA MOLINA,1,ACCORD,0,,AUTOS
2023-01-31,Control,LA MOLINA,2,CIVIC,0,,AUTOS
2023-01-31,Control,LA MOLINA,3,ODISSEY,1,,AUTOS
2023-01-31,Control,LA MOLINA,4,CRV,1,,AUTOS
2023-01-31,Control,LA MOLINA,5,PILOT,0,,AUTOS
2023-01-31,Control,LA MOLINA,6,FIT,0,,AUTOS
2023-01-31,Control,LA MOLINA,7,CITY,2,,AUTOS
2023-01-31,Control,LA MOLINA,8,ELEMENT,0,,CAMIONETAS
2023-01-31,Control,LA MOLINA,9,CROSSTOUR,0,,CAMIONETAS
2023-01-31,Control,LA MOLINA,10,CR-Z,0,,CAMIONETAS
2023-01-31,Control,LA MOLINA,11,RID LINE,0,,CAMIONETAS
2023-01-31,Control,LA MOLINA,38,ACEITE FS 5W30,0,,REPUESTOS
2023-01-31,Control,LA MOLINA,39,FILTRO COMBUST,34,,REPUESTOS
2023-01-31,Control,LA MOLINA,40,AMORT DEL,0,,REPUESTOS
2023-01-31,Control,LA MOLINA,41,AMORT POS,0,,REPUESTOS
2023-01-31,Control,LA MOLINA,42,"LLANTAS 18""",62,,REPUESTOS
2023-01-31,Control,LA MOLINA,43,BATERÍA 18 PLC,4,,REPUESTOS
2023-02-01,Salida,LA MOLINA,3,ODISSEY,1,Cliente 32,AUTOS
2023-02-01,Salida,LA MOLINA,4,CRV,1,Cliente 27,AUTOS
2023-02-01,Salida,LA MOLINA,7,CITY,1,Cliente 16,AUTOS
2023-02-01,Salida,SURCO,9,CROSSTOUR,1,Cliente 25,CAMIONETAS
2023-02-01,Salida,SURCO,10,CR-Z,1,Cliente 5,CAMIONETAS
2023-02-01,Salida,SURCO,11,RID LINE,1,Cliente 22,CAMIONETAS
2023-02-01,Salida,SURCO,39,FILTRO COMBUST,1,Cliente 19,REPUESTOS
2023-02-01,Salida,LA MOLINA,42,"LLANTAS 18""",4,Cliente 23,REPUESTOS
2023-02-01,Salida,LA MOLINA,43,BATERÍA 18 PLC,2,Cliente 21,REPUESTOS
2023-02-02,Salida,SURCO,4,CRV,1,Cliente 37,AUTOS
2023-02-02,Salida,SURCO,7,CITY,1,Cliente 50,AUTOS
2023-02-02,Salida,SURCO,9,CROSSTOUR,1,Cliente 21,CAMIONETAS
2023-02-02,Salida,SURCO,10,CR-Z,1,Cliente 25,CAMIONETAS
2023-02-02,Salida,SURCO,11,RID LINE,1,Cliente 3,CAMIONETAS
2023-02-02,Salida,SURCO,39,FILTRO COMBUST,1,Cliente 29,REPUESTOS
2023-02-02,Salida,LA MOLINA,42,"LLANTAS 18""",2,Cliente 42,REPUESTOS
2023-02-02,Salida,LA MOLINA,43,BATERÍA 18 PLC,1,Cliente 17,REPUESTOS
2023-02-03,Entrada,SURCO,38,ACEITE FS 5W30,10,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,SURCO,40,AMORT DEL,10,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,SURCO,41,AMORT POS,10,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,SURCO,42,"LLANTAS 18""",10,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,SURCO,43,BATERÍA 18 PLC,5,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,LA MOLINA,38,ACEITE FS 5W30,10,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,LA MOLINA,40,AMORT DEL,10,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,LA MOLINA,41,AMORT POS,10,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,LA MOLINA,43,BATERÍA 18 PLC,1,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,SURCO,38,ACEITE FS 5W30,26,Prov Repuestos,REPUESTOS
2023-02-03,Entrada,LA MOLINA,43,BATERÍA 18 PLC,81,Prov Repuestos,REPUESTOS
2023-02-03,Salida,SURCO,4,CRV,1,Cliente 42,AUTOS
2023-02-03,Salida,LA MOLINA,7,CITY,1,Cliente 44,AUTOS
2023-02-03,Salida,LA MOLINA,38,ACEITE FS 5W30,4,Cliente 41,REPUESTOS
2023-02-03,Salida,SURCO,39,FILTRO COMBUST,1,Cliente 40,REPUESTOS
2023-02-03,Salida,LA MOLINA,40,AMORT DEL,2,Cliente 15,REPUESTOS
2023-02-03,Salida,SURCO,41,AMORT POS,4,Cliente 49,REPUESTOS
2023-02-03,Salida,SURCO,42,"LLANTAS 18""",4,Cliente 45,REPUESTOS
2023-02-03,Salida,SURCO,43,BATERÍA 18 PLC,1,Cliente 21,REPUESTOS
2023-02-04,Salida,SURCO,4,CRV,1,Cliente 23,AUTOS
2023-02-04,Salida,SURCO,7,CITY,1,Cliente 10,AUTOS
2023-02-04,Salida,SURCO,38,ACEITE FS 5W30,4,Cliente 11,REPUESTOS
