id_producto,producto,mes,precio_compra,precio_venta
2,AUTO HONDA CIVIC 2014,2023-10-01,12000,13230
2,AUTO HONDA CIVIC 2014,2023-11-01,19800,31997
2,AUTO HONDA CIVIC 2014,2023-12-01,21450,25459
2,AUTO HONDA CIVIC 2014,2024-01-01,21450,24401
2,AUTO HONDA CIVIC 2014,2024-02-01,16000,25052
2,AUTO HONDA CIVIC 2014,2024-03-01,16000,22305
2,AUTO HONDA CIVIC 2014,2024-04-01,16000,25642
2,AUTO HONDA CIVIC 2014,2024-05-01,16000,24311
2,AUTO HONDA CIVIC 2014,2024-06-01,19000,27255
2,AUTO HONDA CIVIC 2014,2024-07-01,22800,29171
2,AUTO HONDA CIVIC 2014,2024-08-01,16800,23469
2,AUTO HONDA CIVIC 2014,2024-09-01,14000,21014
2,AUTO HONDA CIVIC 2014,2024-10-01,14000,20343
2,AUTO HONDA CIVIC 2014,2024-11-01,16800,21644
2,AUTO HONDA CIVIC 2014,2024-12-01,18200,20723
2,AUTO HONDA CIVIC 2014,2025-01-01,18200,22706
2,AUTO HONDA CIVIC 2014,2025-02-01,18000,27628
2,AUTO HONDA CIVIC 2014,2025-03-01,18000,27927
2,AUTO HONDA CIVIC 2014,2025-04-01,18000,26732
2,AUTO HONDA CIVIC 2014,2025-05-01,18000,20092
2,AUTO HONDA CIVIC 2014,2025-06-01,18000,26905
2,AUTO HONDA CIVIC 2014,2025-07-01,20400,26834
2,AUTO HONDA CIVIC 2014,2025-08-01,20400,28647
2,AUTO HONDA CIVIC 2014,2025-09-01,17000,25382
2,AUTO HONDA CIVIC 2014,2025-10-01,17000,21526
2,AUTO HONDA CIVIC 2014,2025-11-01,20400,31736
2,AUTO HONDA CIVIC 2014,2025-12-01,24050,26946
3,AUTO HONDA ODISSEY 2013,2022-12-01,26000,35744
3,AUTO HONDA ODISSEY 2013,2023-01-01,26000,42832
3,AUTO HONDA ODISSEY 2013,2023-02-01,15000,22799
3,AUTO HONDA ODISSEY 2013,2023-03-01,15000,20990
3,AUTO HONDA ODISSEY 2013,2023-04-01,14000,18026
3,AUTO HONDA ODISSEY 2013,2023-05-01,14000,22326
3,AUTO HONDA ODISSEY 2013,2023-06-01,14000,18426
3,AUTO HONDA ODISSEY 2013,2023-07-01,24000,31009
3,AUTO HONDA ODISSEY 2013,2023-08-01,24000,35914
3,AUTO HONDA ODISSEY 2013,2023-09-01,14500,25541
3,AUTO HONDA ODISSEY 2013,2023-10-01,14500,17088
3,AUTO HONDA ODISSEY 2013,2023-11-01,17400,24068
3,AUTO HONDA ODISSEY 2013,2023-12-01,22750,24222
3,AUTO HONDA ODISSEY 2013,2024-01-01,22750,23899
3,AUTO HONDA ODISSEY 2013,2024-02-01,17500,28077
3,AUTO HONDA ODISSEY 2013,2024-03-01,17500,27289
3,AUTO HONDA ODISSEY 2013,2024-04-01,17500,23870
3,AUTO HONDA ODISSEY 2013,2024-05-01,17500,27063
3,AUTO HONDA ODISSEY 2013,2024-06-01,17500,27276
3,AUTO HONDA ODISSEY 2013,2024-07-01,18600,26696
3,AUTO HONDA ODISSEY 2013,2024-08-01,18600,21122
3,AUTO HONDA ODISSEY 2013,2024-09-01,15500,25285
3,AUTO HONDA ODISSEY 2013,2024-10-01,15500,20228
3,AUTO HONDA ODISSEY 2013,2024-11-01,18600,27745
3,AUTO HONDA ODISSEY 2013,2024-12-01,25350,36473
3,AUTO HONDA ODISSEY 2013,2025-01-01,25350,34100
3,AUTO HONDA ODISSEY 2013,2025-02-01,18500,26842
3,AUTO HONDA ODISSEY 2013,2025-03-01,18500,24961
3,AUTO HONDA ODISSEY 2013,2025-04-01,18500,24459
3,AUTO HONDA ODISSEY 2013,2025-05-01,18500,24732
3,AUTO HONDA ODISSEY 2013,2025-06-01,18500,27465
3,AUTO HONDA ODISSEY 2013,2025-07-01,21000,31477
3,AUTO HONDA ODISSEY 2013,2025-08-01,21000,28399
3,AUTO HONDA ODISSEY 2013,2025-09-01,17500,31337
3,AUTO HONDA ODISSEY 2013,2025-10-01,16500,26815
3,AUTO HONDA ODISSEY 2013,2025-11-01,19800,23675
3,AUTO HONDA ODISSEY 2013,2025-12-01,21450,23444
4,AUTO HONDA CRV 2014,2022-12-01,23400,32675
4,AUTO HONDA CRV 2014,2023-01-01,23400,31718
4,AUTO HONDA CRV 2014,2023-02-01,18000,26738
4,AUTO HONDA CRV 2014,2023-03-01,15500,21866
4,AUTO HONDA CRV 2014,2023-04-01,15500,25905
4,AUTO HONDA CRV 2014,2023-05-01,17500,26856
4,AUTO HONDA CRV 2014,2023-06-01,17500,27599
4,AUTO HONDA CRV 2014,2023-07-01,18000,24489
4,AUTO HONDA CRV 2014,2023-08-01,18000,20597
4,AUTO HONDA CRV 2014,2023-09-01,15000,23573
4,AUTO HONDA CRV 2014,2023-10-01,18000,30794
4,AUTO HONDA CRV 2014,2023-11-01,21600,23804
4,AUTO HONDA CRV 2014,2023-12-01,23400,26104
4,AUTO HONDA CRV 2014,2024-01-01,23400,31884
4,AUTO HONDA CRV 2014,2024-02-01,18000,40870
4,AUTO HONDA CRV 2014,2024-03-01,18000,29055
4,AUTO HONDA CRV 2014,2024-04-01,18000,31088
4,AUTO HONDA CRV 2014,2024-05-01,18000,30434
4,AUTO HONDA CRV 2014,2024-06-01,18500,30558
4,AUTO HONDA CRV 2014,2024-07-01,22200,26882
4,AUTO HONDA CRV 2014,2024-08-01,22200,29024
4,AUTO HONDA CRV 2014,2024-09-01,16000,31407
4,AUTO HONDA CRV 2014,2024-10-01,16000,18025
4,AUTO HONDA CRV 2014,2024-11-01,19200,28292
4,AUTO HONDA CRV 2014,2024-12-01,18200,26574
4,AUTO HONDA CRV 2014,2025-01-01,18200,23404
4,AUTO HONDA CRV 2014,2025-02-01,14000,17982
4,AUTO HONDA CRV 2014,2025-03-01,15500,20986
4,AUTO HONDA CRV 2014,2025-04-01,15500,23921
4,AUTO HONDA CRV 2014,2025-05-01,15500,23391
4,AUTO HONDA CRV 2014,2025-06-01,15500,21230
4,AUTO HONDA CRV 2014,2025-07-01,25800,25425
4,AUTO HONDA CRV 2014,2025-08-01,25800,35696
4,AUTO HONDA CRV 2014,2025-09-01,21500,29404
4,AUTO HONDA CRV 2014,2025-10-01,21500,35915
4,AUTO HONDA CRV 2014,2025-11-01,18600,26801
4,AUTO HONDA CRV 2014,2025-12-01,20150,28657
5,AUTO HONDA PILOT 2013,2022-12-01,18850,22512
5,AUTO HONDA PILOT 2013,2023-01-01,18850,21940
5,AUTO HONDA PILOT 2013,2023-02-01,14500,26870
5,AUTO HONDA PILOT 2013,2023-03-01,18000,30304
5,AUTO HONDA PILOT 2013,2023-04-01,18000,34640
5,AUTO HONDA PILOT 2013,2023-05-01,19000,26660
5,AUTO HONDA PILOT 2013,2023-06-01,19000,33314
5,AUTO HONDA PILOT 2013,2023-07-01,18600,27703
5,AUTO HONDA PILOT 2013,2023-08-01,18600,22007
5,AUTO HONDA PILOT 2013,2023-09-01,15500,23065
5,AUTO HONDA PILOT 2013,2023-10-01,10500,15220
5,AUTO HONDA PILOT 2013,2023-11-01,12600,14180
5,AUTO HONDA PILOT 2013,2023-12-01,26650,31985
5,AUTO HONDA PILOT 2013,2024-01-01,26650,34571
5,AUTO HONDA PILOT 2013,2024-02-01,20000,34653
5,AUTO HONDA PILOT 2013,2024-03-01,20000,30041
5,AUTO HONDA PILOT 2013,2024-04-01,15000,23097
5,AUTO HONDA PILOT 2013,2024-05-01,15000,20699
5,AUTO HONDA PILOT 2013,2024-06-01,15000,22709
5,AUTO HONDA PILOT 2013,2024-07-01,19200,28208
5,AUTO HONDA PILOT 2013,2024-08-01,19200,31401
5,AUTO HONDA PILOT 2013,2024-09-01,16000,20039
5,AUTO HONDA PILOT 2013,2024-10-01,21500,31597
5,AUTO HONDA PILOT 2013,2024-11-01,25800,37562
5,AUTO HONDA PILOT 2013,2024-12-01,22750,28201
5,AUTO HONDA PILOT 2013,2025-01-01,22750,27100
5,AUTO HONDA PILOT 2013,2025-02-01,16000,25142
5,AUTO HONDA PILOT 2013,2025-03-01,16000,21783
5,AUTO HONDA PILOT 2013,2025-04-01,16000,26879
5,AUTO HONDA PILOT 2013,2025-05-01,16000,24983
5,AUTO HONDA PILOT 2013,2025-06-01,18500,24683
5,AUTO HONDA PILOT 2013,2025-07-01,22200,27732
5,AUTO HONDA PILOT 2013,2025-08-01,22200,32956
5,AUTO HONDA PILOT 2013,2025-09-01,18500,30008
5,AUTO HONDA PILOT 2013,2025-10-01,17000,29844
5,AUTO HONDA PILOT 2013,2025-11-01,20400,25368
5,AUTO HONDA PILOT 2013,2025-12-01,22100,30233
6,AUTO HONDA FIT 2016,2022-12-01,21450,31355
6,AUTO HONDA FIT 2016,2023-01-01,21450,30359
6,AUTO HONDA FIT 2016,2023-02-01,16500,27435
6,AUTO HONDA FIT 2016,2023-03-01,19500,31910
6,AUTO HONDA FIT 2016,2023-04-01,19500,28040
6,AUTO HONDA FIT 2016,2023-05-01,19500,30514
6,AUTO HONDA FIT 2016,2023-06-01,16500,26714
6,AUTO HONDA FIT 2016,2023-07-01,19800,23814
6,AUTO HONDA FIT 2016,2023-08-01,19800,34187
6,AUTO HONDA FIT 2016,2023-09-01,15000,25974
6,AUTO HONDA FIT 2016,2023-10-01,15000,24875
6,AUTO HONDA FIT 2016,2023-11-01,21600,29112
6,AUTO HONDA FIT 2016,2023-12-01,23400,26266
6,AUTO HONDA FIT 2016,2024-01-01,23400,30137
6,AUTO HONDA FIT 2016,2024-02-01,18000,24562
6,AUTO HONDA FIT 2016,2024-03-01,19000,25363
6,AUTO HONDA FIT 2016,2024-04-01,19000,27279
6,AUTO HONDA FIT 2016,2024-05-01,19000,30069
6,AUTO HONDA FIT 2016,2024-06-01,16000,24780
6,AUTO HONDA FIT 2016,2024-07-01,19200,26767
6,AUTO HONDA FIT 2016,2024-08-01,19200,26722
6,AUTO HONDA FIT 2016,2024-09-01,16000,19366
6,AUTO HONDA FIT 2016,2024-10-01,16000,19496
6,AUTO HONDA FIT 2016,2024-11-01,18600,26151
6,AUTO HONDA FIT 2016,2024-12-01,20150,30745
6,AUTO HONDA FIT 2016,2025-01-01,20150,28629
6,AUTO HONDA FIT 2016,2025-02-01,16500,21442
6,AUTO HONDA FIT 2016,2025-03-01,16500,24689
6,AUTO HONDA FIT 2016,2025-04-01,16500,23797
6,AUTO HONDA FIT 2016,2025-05-01,17500,28068
6,AUTO HONDA FIT 2016,2025-06-01,17500,31615
6,AUTO HONDA FIT 2016,2025-07-01,20400,30074
6,AUTO HONDA FIT 2016,2025-08-01,20400,26067
6,AUTO HONDA FIT 2016,2025-09-01,17000,26262
6,AUTO HONDA FIT 2016,2025-10-01,17000,22872
6,AUTO HONDA FIT 2016,2025-11-01,20400,27630
6,AUTO HONDA FIT 2016,2025-12-01,22100,30048
7,AUTO HONDA CITY 2016,2022-12-01,26000,42667
7,AUTO HONDA CITY 2016,2023-01-01,26000,29758
7,AUTO HONDA CITY 2016,2023-02-01,20000,33489
7,AUTO HONDA CITY 2016,2023-03-01,20000,30733
7,AUTO HONDA CITY 2016,2023-04-01,21500,28639
7,AUTO HONDA CITY 2016,2023-05-01,21500,29673
7,AUTO HONDA CITY 2016,2023-06-01,13000,17526
7,AUTO HONDA CITY 2016,2023-07-01,15600,21482
7,AUTO HONDA CITY 2016,2023-08-01,21000,31943
7,AUTO HONDA CITY 2016,2023-09-01,17500,24231
7,AUTO HONDA CITY 2016,2023-10-01,17500,23106
7,AUTO HONDA CITY 2016,2023-11-01,21000,30209
7,AUTO HONDA CITY 2016,2023-12-01,22750,23900
7,AUTO HONDA CITY 2016,2024-01-01,26650,31853
7,AUTO HONDA CITY 2016,2024-02-01,20500,23726
7,AUTO HONDA CITY 2016,2024-03-01,20500,36301
7,AUTO HONDA CITY 2016,2024-04-01,20500,30280
7,AUTO HONDA CITY 2016,2024-05-01,19500,26912
7,AUTO HONDA CITY 2016,2024-06-01,19500,29270
7,AUTO HONDA CITY 2016,2024-07-01,20400,29827
7,AUTO HONDA CITY 2016,2024-08-01,20400,23620
7,AUTO HONDA CITY 2016,2024-09-01,17000,25016
7,AUTO HONDA CITY 2016,2024-10-01,17000,27919
7,AUTO HONDA CITY 2016,2024-11-01,20400,23410
7,AUTO HONDA CITY 2016,2024-12-01,22100,22414
7,AUTO HONDA CITY 2016,2025-01-01,22100,32978
7,AUTO HONDA CITY 2016,2025-02-01,17500,31679
7,AUTO HONDA CITY 2016,2025-03-01,17500,26655
7,AUTO HONDA CITY 2016,2025-04-01,19500,37287
7,AUTO HONDA CITY 2016,2025-05-01,19500,36096
7,AUTO HONDA CITY 2016,2025-06-01,19500,28279
7,AUTO HONDA CITY 2016,2025-07-01,22800,36397
7,AUTO HONDA CITY 2016,2025-08-01,22800,26820
7,AUTO HONDA CITY 2016,2025-09-01,19000,31107
7,AUTO HONDA CITY 2016,2025-10-01,19000,32522
7,AUTO HONDA CITY 2016,2025-11-01,16200,15924
7,AUTO HONDA CITY 2016,2025-12-01,17550,21572
8,CAMIONETA HONDA ELEMENT 2013,2022-12-01,33800,43521
8,CAMIONETA HONDA ELEMENT 2013,2023-01-01,33800,52453
8,CAMIONETA HONDA ELEMENT 2013,2023-02-01,26000,31823
8,CAMIONETA HONDA ELEMENT 2013,2023-03-01,26000,30142
8,CAMIONETA HONDA ELEMENT 2013,2023-04-01,26000,38711
8,CAMIONETA HONDA ELEMENT 2013,2023-05-01,25000,27163
8,CAMIONETA HONDA ELEMENT 2013,2023-06-01,25000,37054
8,CAMIONETA HONDA ELEMENT 2013,2023-07-01,30000,33456
8,CAMIONETA HONDA ELEMENT 2013,2023-08-01,31200,36842
8,CAMIONETA HONDA ELEMENT 2013,2023-09-01,26000,36328
8,CAMIONETA HONDA ELEMENT 2013,2023-10-01,26000,33492
8,CAMIONETA HONDA ELEMENT 2013,2023-11-01,28800,33770
8,CAMIONETA HONDA ELEMENT 2013,2023-12-01,31200,42453
8,CAMIONETA HONDA ELEMENT 2013,2024-01-01,31200,36968
8,CAMIONETA HONDA ELEMENT 2013,2024-02-01,24000,32194
8,CAMIONETA HONDA ELEMENT 2013,2024-03-01,23500,32648
8,CAMIONETA HONDA ELEMENT 2013,2024-04-01,23500,29620
8,CAMIONETA HONDA ELEMENT 2013,2024-05-01,30000,40802
8,CAMIONETA HONDA ELEMENT 2013,2024-06-01,30000,46284
8,CAMIONETA HONDA ELEMENT 2013,2024-07-01,36000,47872
8,CAMIONETA HONDA ELEMENT 2013,2024-08-01,28200,41915
8,CAMIONETA HONDA ELEMENT 2013,2024-09-01,23500,32757
8,CAMIONETA HONDA ELEMENT 2013,2024-10-01,23500,32544
8,CAMIONETA HONDA ELEMENT 2013,2024-11-01,28200,36674
8,CAMIONETA HONDA ELEMENT 2013,2024-12-01,22100,33313
8,CAMIONETA HONDA ELEMENT 2013,2025-01-01,22100,34358
8,CAMIONETA HONDA ELEMENT 2013,2025-02-01,23500,36713
8,CAMIONETA HONDA ELEMENT 2013,2025-03-01,23500,49721
8,CAMIONETA HONDA ELEMENT 2013,2025-04-01,23500,40512
8,CAMIONETA HONDA ELEMENT 2013,2025-05-01,23500,34649
8,CAMIONETA HONDA ELEMENT 2013,2025-06-01,21000,32355
8,CAMIONETA HONDA ELEMENT 2013,2025-07-01,25200,30589
8,CAMIONETA HONDA ELEMENT 2013,2025-08-01,23400,27035
8,CAMIONETA HONDA ELEMENT 2013,2025-09-01,19500,35830
8,CAMIONETA HONDA ELEMENT 2013,2025-10-01,26500,47594
8,CAMIONETA HONDA ELEMENT 2013,2025-11-01,31800,43373
8,CAMIONETA HONDA ELEMENT 2013,2025-12-01,34450,38880
9,CAMIONETA HONDA CROSSTOUR 2013,2022-12-01,37050,40706
9,CAMIONETA HONDA CROSSTOUR 2013,2023-01-01,37050,46040
9,CAMIONETA HONDA CROSSTOUR 2013,2023-02-01,28500,37759
9,CAMIONETA HONDA CROSSTOUR 2013,2023-03-01,28500,34868
9,CAMIONETA HONDA CROSSTOUR 2013,2023-04-01,27000,32948
9,CAMIONETA HONDA CROSSTOUR 2013,2023-05-01,27000,43540
9,CAMIONETA HONDA CROSSTOUR 2013,2023-06-01,27000,36987
9,CAMIONETA HONDA CROSSTOUR 2013,2023-07-01,32400,40899
9,CAMIONETA HONDA CROSSTOUR 2013,2023-08-01,32400,40285
9,CAMIONETA HONDA CROSSTOUR 2013,2023-09-01,21500,28677
9,CAMIONETA HONDA CROSSTOUR 2013,2023-10-01,21500,33413
9,CAMIONETA HONDA CROSSTOUR 2013,2023-11-01,25800,34597
9,CAMIONETA HONDA CROSSTOUR 2013,2023-12-01,30550,35956
9,CAMIONETA HONDA CROSSTOUR 2013,2024-01-01,30550,42874
9,CAMIONETA HONDA CROSSTOUR 2013,2024-02-01,25500,38757
9,CAMIONETA HONDA CROSSTOUR 2013,2024-03-01,25500,42082
9,CAMIONETA HONDA CROSSTOUR 2013,2024-04-01,19000,25982
9,CAMIONETA HONDA CROSSTOUR 2013,2024-05-01,19000,30668
9,CAMIONETA HONDA CROSSTOUR 2013,2024-06-01,19000,25600
9,CAMIONETA HONDA CROSSTOUR 2013,2024-07-01,22800,23373
9,CAMIONETA HONDA CROSSTOUR 2013,2024-08-01,22800,31846
9,CAMIONETA HONDA CROSSTOUR 2013,2024-09-01,19000,25064
9,CAMIONETA HONDA CROSSTOUR 2013,2024-10-01,19000,30927
9,CAMIONETA HONDA CROSSTOUR 2013,2024-11-01,22800,25810
9,CAMIONETA HONDA CROSSTOUR 2013,2024-12-01,24700,28755
9,CAMIONETA HONDA CROSSTOUR 2013,2025-01-01,24700,31692
9,CAMIONETA HONDA CROSSTOUR 2013,2025-02-01,21500,36577
9,CAMIONETA HONDA CROSSTOUR 2013,2025-03-01,21500,29769
9,CAMIONETA HONDA CROSSTOUR 2013,2025-04-01,21500,35843
9,CAMIONETA HONDA CROSSTOUR 2013,2025-05-01,20500,36660
9,CAMIONETA HONDA CROSSTOUR 2013,2025-06-01,20500,20616
9,CAMIONETA HONDA CROSSTOUR 2013,2025-07-01,24600,29681
9,CAMIONETA HONDA CROSSTOUR 2013,2025-08-01,24600,35765
9,CAMIONETA HONDA CROSSTOUR 2013,2025-09-01,23500,32411
9,CAMIONETA HONDA CROSSTOUR 2013,2025-10-01,23500,35657
9,CAMIONETA HONDA CROSSTOUR 2013,2025-11-01,28200,37280
9,CAMIONETA HONDA CROSSTOUR 2013,2025-12-01,35750,47633
10,CAMIONETA HONDA CR-Z 2015,2022-12-01,29900,35924
10,CAMIONETA HONDA CR-Z 2015,2023-01-01,29900,40128
10,CAMIONETA HONDA CR-Z 2015,2023-02-01,23000,32563
10,CAMIONETA HONDA CR-Z 2015,2023-03-01,25000,41856
10,CAMIONETA HONDA CR-Z 2015,2023-04-01,25000,35870
10,CAMIONETA HONDA CR-Z 2015,2023-05-01,25000,43506
10,CAMIONETA HONDA CR-Z 2015,2023-06-01,25000,35460
10,CAMIONETA HONDA CR-Z 2015,2023-07-01,30000,29494
10,CAMIONETA HONDA CR-Z 2015,2023-08-01,25200,32426
10,CAMIONETA HONDA CR-Z 2015,2023-09-01,21000,31577
10,CAMIONETA HONDA CR-Z 2015,2023-10-01,29000,42229
10,CAMIONETA HONDA CR-Z 2015,2023-11-01,34800,52175
10,CAMIONETA HONDA CR-Z 2015,2023-12-01,37700,33896
10,CAMIONETA HONDA CR-Z 2015,2024-01-01,31850,32603
10,CAMIONETA HONDA CR-Z 2015,2024-02-01,24500,42354
10,CAMIONETA HONDA CR-Z 2015,2024-03-01,24500,38409
10,CAMIONETA HONDA CR-Z 2015,2024-04-01,24500,34715
10,CAMIONETA HONDA CR-Z 2015,2024-05-01,26000,39946
10,CAMIONETA HONDA CR-Z 2015,2024-06-01,26000,40291
10,CAMIONETA HONDA CR-Z 2015,2024-07-01,31200,39540
10,CAMIONETA HONDA CR-Z 2015,2024-08-01,31200,37347
10,CAMIONETA HONDA CR-Z 2015,2024-09-01,26000,43318
10,CAMIONETA HONDA CR-Z 2015,2024-10-01,21500,30196
10,CAMIONETA HONDA CR-Z 2015,2024-11-01,25800,37054
10,CAMIONETA HONDA CR-Z 2015,2024-12-01,27950,37222
10,CAMIONETA HONDA CR-Z 2015,2025-01-01,35100,43142
10,CAMIONETA HONDA CR-Z 2015,2025-02-01,27000,35215
10,CAMIONETA HONDA CR-Z 2015,2025-03-01,22500,37156
10,CAMIONETA HONDA CR-Z 2015,2025-04-01,22500,29600
10,CAMIONETA HONDA CR-Z 2015,2025-05-01,22500,37663
10,CAMIONETA HONDA CR-Z 2015,2025-06-01,28000,52510
10,CAMIONETA HONDA CR-Z 2015,2025-07-01,33600,40680
10,CAMIONETA HONDA CR-Z 2015,2025-08-01,33600,37832
10,CAMIONETA HONDA CR-Z 2015,2025-09-01,18500,30171
10,CAMIONETA HONDA CR-Z 2015,2025-10-01,18500,27544
10,CAMIONETA HONDA CR-Z 2015,2025-11-01,22200,31089
10,CAMIONETA HONDA CR-Z 2015,2025-12-01,24050,26062
11,CAMIONETA HONDA RID LINE PICK UP 2014,2022-12-01,40950,52973
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-01-01,40950,57264
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-02-01,31500,50280
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-03-01,24500,39060
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-04-01,24500,45972
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-05-01,28000,39137
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-06-01,28000,36458
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-07-01,33600,44599
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-08-01,33600,45697
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-09-01,28000,48127
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-10-01,19000,27900
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-11-01,22800,29028
11,CAMIONETA HONDA RID LINE PICK UP 2014,2023-12-01,24700,27243
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-01-01,24700,24544
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-02-01,19000,31628
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-03-01,24000,29784
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-04-01,24000,34388
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-05-01,29000,34782
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-06-01,29000,42075
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-07-01,34800,45272
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-08-01,19200,25122
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-09-01,16000,26228
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-10-01,16000,29917
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-11-01,33000,37977
11,CAMIONETA HONDA RID LINE PICK UP 2014,2024-12-01,35750,61221
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-01-01,35750,45941
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-02-01,24000,36951
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-03-01,24000,35307
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-04-01,24000,33246
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-05-01,22500,31305
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-06-01,22500,30542
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-07-01,27000,36967
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-08-01,27600,24840
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-09-01,23000,39521
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-10-01,23000,40232
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-11-01,27600,26959
11,CAMIONETA HONDA RID LINE PICK UP 2014,2025-12-01,29900,36381
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2022-12-01,96,102
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-01-01,92,100
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-02-01,118,153
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-03-01,113,144
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-04-01,89,102
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-05-01,105,113
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-06-01,107,126
38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2023-07-01,96,122
