id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto,TIPO_PRODUCTO
20,2022-12-31,Prov Vehículos,LA MOLINA,AUTO HONDA FIT 2016,1,17000,17000,AUTOS
21,2022-12-31,Prov Vehículos,LA MOLINA,AUTO HONDA CITY 2016,3,16500,49500,AUTOS
22,2022-12-31,Prov Vehículos,LA MOLINA,CAMIONETA HONDA ELEMENT 2013,2,21500,43000,CAMIONETAS
23,2022-12-31,Prov Vehículos,LA MOLINA,CAMIONETA HONDA CROSSTOUR 2013,2,22500,45000,CAMIONETAS
24,2022-12-31,Prov Vehículos,LA MOLINA,CAMIONETA HONDA CR-Z 2015,2,22000,44000,CAMIONETAS
25,2022-12-31,Prov Vehículos,LA MOLINA,CAMIONETA HONDA RID LINE PICK UP 2014,1,25000,25000,CAMIONETAS
26,2022-12-31,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,43,86,3698,REPUESTOS
27,2022-12-31,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,39,98,3822,REPUESTOS
28,2022-12-31,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,23,224,5152,REPUESTOS
29,2022-12-31,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,37,91,3367,REPUESTOS
30,2022-12-31,Prov Repuestos,LA MOLINA,"LLANTAS 18""",36,60,2160,REPUESTOS
31,2022-12-31,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,34,98,3332,REPUESTOS
32,2023-01-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,5,18000,90000,AUTOS
33,2023-01-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,5,16500,82500,AUTOS
34,2023-01-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18500,92500,AUTOS
35,2023-01-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17500,17500,AUTOS
36,2023-01-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17000,85000,AUTOS
37,2023-01-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,86,860,REPUESTOS
38,2023-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,7,224,1568,REPUESTOS
39,2023-01-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,91,910,REPUESTOS
40,2023-01-15,Prov Repuestos,SURCO,"LLANTAS 18""",8,60,480,REPUESTOS
41,2023-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,5,18000,90000,AUTOS
42,2023-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,5,16500,82500,AUTOS
43,2023-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,18500,74000,AUTOS
44,2023-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,17500,35000,AUTOS
45,2023-02-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,92,920,REPUESTOS
46,2023-02-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
47,2023-02-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
48,2023-02-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,67,670,REPUESTOS
49,2023-02-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,75,375,REPUESTOS
50,2023-02-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,92,920,REPUESTOS
51,2023-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
52,2023-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
53,2023-02-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,67,670,REPUESTOS
54,2023-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,75,375,REPUESTOS
55,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,19500,39000,AUTOS
56,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,18500,37000,AUTOS
57,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,18500,18500,AUTOS
58,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,4,17500,70000,AUTOS
59,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17000,85000,AUTOS
60,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,14500,72500,AUTOS
61,2023-02-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,3,16500,49500,AUTOS
62,2023-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,92,920,REPUESTOS
63,2023-02-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
64,2023-02-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
65,2023-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,67,670,REPUESTOS
66,2023-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,75,375,REPUESTOS
67,2023-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,19500,39000,AUTOS
68,2023-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,18500,37000,AUTOS
69,2023-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,18500,18500,AUTOS
70,2023-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,17500,52500,AUTOS
71,2023-02-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,92,920,REPUESTOS
72,2023-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,242,2420,REPUESTOS
73,2023-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810,REPUESTOS
74,2023-02-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,67,670,REPUESTOS
75,2023-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,75,375,REPUESTOS
76,2023-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
77,2023-03-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,95,95,REPUESTOS
78,2023-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,201,2010,REPUESTOS
79,2023-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
80,2023-03-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,64,640,REPUESTOS
81,2023-03-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,58,290,REPUESTOS
82,2023-03-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
83,2023-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,201,2010,REPUESTOS
84,2023-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
85,2023-03-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,64,640,REPUESTOS
86,2023-03-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,58,290,REPUESTOS
87,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,16500,49500,AUTOS
88,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,4,18500,74000,AUTOS
89,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,17500,17500,AUTOS
90,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,17000,34000,AUTOS
91,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,14500,43500,AUTOS
92,2023-03-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17000,85000,AUTOS
93,2023-03-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
94,2023-03-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,95,95,REPUESTOS
95,2023-03-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,201,2010,REPUESTOS
96,2023-03-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
97,2023-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,64,640,REPUESTOS
98,2023-03-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,58,290,REPUESTOS
99,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,16500,66000,AUTOS
100,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,16000,16000,AUTOS
101,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,18500,37000,AUTOS
102,2023-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,3,17500,52500,AUTOS
103,2023-03-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,105,1050,REPUESTOS
104,2023-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,8,201,1608,REPUESTOS
105,2023-03-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,75,750,REPUESTOS
106,2023-03-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",3,64,192,REPUESTOS
107,2023-03-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,58,290,REPUESTOS
108,2023-04-01,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,16500,33000,AUTOS
109,2023-04-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210,REPUESTOS
110,2023-04-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,207,2070,REPUESTOS
111,2023-04-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
112,2023-04-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540,REPUESTOS
113,2023-04-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
114,2023-04-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210,REPUESTOS
115,2023-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,207,2070,REPUESTOS
116,2023-04-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
117,2023-04-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,54,540,REPUESTOS
118,2023-04-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
119,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,5,16500,82500,AUTOS
120,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,16000,32000,AUTOS
121,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,15500,15500,AUTOS
122,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,18500,37000,AUTOS
123,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,18000,36000,AUTOS
124,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,14000,70000,AUTOS
125,2023-04-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,1,16000,16000,AUTOS
126,2023-04-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210,REPUESTOS
127,2023-04-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
128,2023-04-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,207,2070,REPUESTOS
129,2023-04-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
130,2023-04-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,54,540,REPUESTOS
131,2023-04-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
132,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,16500,33000,AUTOS
133,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,4,16000,64000,AUTOS
134,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,15500,46500,AUTOS
135,2023-04-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,18500,37000,AUTOS
136,2023-04-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,121,1210,REPUESTOS
137,2023-04-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,108,108,REPUESTOS
138,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,207,2070,REPUESTOS
139,2023-04-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,89,890,REPUESTOS
140,2023-04-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,54,540,REPUESTOS
141,2023-04-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425,REPUESTOS
142,2023-05-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950,REPUESTOS
143,2023-05-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
144,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970,REPUESTOS
145,2023-05-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,106,1060,REPUESTOS
146,2023-05-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,81,810,REPUESTOS
147,2023-05-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
148,2023-05-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950,REPUESTOS
149,2023-05-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
150,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,197,1970,REPUESTOS
151,2023-05-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,106,1060,REPUESTOS
152,2023-05-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,81,810,REPUESTOS
153,2023-05-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
154,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,20000,60000,AUTOS
155,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,15500,77500,AUTOS
156,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,18500,37000,AUTOS
157,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,15500,77500,AUTOS
158,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,1,19000,19000,AUTOS
159,2023-05-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,2,16000,32000,AUTOS
160,2023-05-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950,REPUESTOS
161,2023-05-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
162,2023-05-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970,REPUESTOS
163,2023-05-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,106,1060,REPUESTOS
164,2023-05-15,Prov Repuestos,SURCO,"LLANTAS 18""",7,81,567,REPUESTOS
165,2023-05-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
166,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,17000,34000,AUTOS
167,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
168,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,15500,31000,AUTOS
169,2023-05-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,18500,37000,AUTOS
170,2023-05-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,95,950,REPUESTOS
171,2023-05-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
172,2023-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,197,1970,REPUESTOS
173,2023-05-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,106,1060,REPUESTOS
174,2023-05-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,81,810,REPUESTOS
175,2023-05-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,96,480,REPUESTOS
176,2023-06-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
177,2023-06-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,91,91,REPUESTOS
178,2023-06-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
179,2023-06-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,109,1090,REPUESTOS
180,2023-06-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,55,550,REPUESTOS
181,2023-06-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
182,2023-06-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
183,2023-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
184,2023-06-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,109,1090,REPUESTOS
185,2023-06-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,55,550,REPUESTOS
186,2023-06-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
187,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
188,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,3,15000,45000,AUTOS
189,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,16500,82500,AUTOS
190,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,15000,45000,AUTOS
191,2023-06-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,16000,80000,AUTOS
192,2023-06-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
193,2023-06-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,91,91,REPUESTOS
194,2023-06-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
195,2023-06-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,8,109,872,REPUESTOS
196,2023-06-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,55,550,REPUESTOS
197,2023-06-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
198,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,15000,15000,AUTOS
199,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,20000,40000,AUTOS
200,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,15000,45000,AUTOS
201,2023-06-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,18500,18500,AUTOS
202,2023-06-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,109,1090,REPUESTOS
203,2023-06-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,91,91,REPUESTOS
204,2023-06-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170,REPUESTOS
205,2023-06-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,8,109,872,REPUESTOS
206,2023-06-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,55,550,REPUESTOS
207,2023-06-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410,REPUESTOS
208,2023-07-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080,REPUESTOS
209,2023-07-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,85,85,REPUESTOS
210,2023-07-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,229,2290,REPUESTOS
211,2023-07-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
212,2023-07-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,61,610,REPUESTOS
213,2023-07-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,100,500,REPUESTOS
214,2023-07-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080,REPUESTOS
215,2023-07-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,85,85,REPUESTOS
216,2023-07-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,229,2290,REPUESTOS
217,2023-07-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
218,2023-07-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,61,610,REPUESTOS
219,2023-07-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,100,500,REPUESTOS
220,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,4,15500,62000,AUTOS
221,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,19000,57000,AUTOS
222,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,18000,36000,AUTOS
223,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,4,18000,72000,AUTOS
224,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,2,16500,33000,AUTOS
225,2023-07-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,2,16000,32000,AUTOS
226,2023-07-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080,REPUESTOS
227,2023-07-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,85,85,REPUESTOS
228,2023-07-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,229,2290,REPUESTOS
229,2023-07-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
230,2023-07-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,61,610,REPUESTOS
231,2023-07-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,100,500,REPUESTOS
232,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,15500,31000,AUTOS
233,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,4,19000,76000,AUTOS
234,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,18000,54000,AUTOS
235,2023-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,4,18000,72000,AUTOS
236,2023-07-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,8,108,864,REPUESTOS
237,2023-07-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,1,85,85,REPUESTOS
238,2023-07-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,229,2290,REPUESTOS
239,2023-07-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
240,2023-07-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,61,610,REPUESTOS
241,2023-07-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,100,500,REPUESTOS
242,2023-08-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,111,1110,REPUESTOS
243,2023-08-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,1,101,101,REPUESTOS
244,2023-08-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,218,2180,REPUESTOS
245,2023-08-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850,REPUESTOS
